gene	gene_group	chrom	strand	tss	baseline_tss	is_baseline	transcript_count	transcript_ids	parent_gene_count	half_width_bp	start	end	state	replicate	mark	gsm	mean_CPM	covered_fraction	H3_mean_CPM	H3_covered_fraction	ratio_eligible	log2_mark_over_H3
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	1000	26700223	26702223	iATCs	CUT2	H3	GSM8796445	0.08107068804651499	1.0	0.08107068804651499	1.0	True	0.0
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	5000	26696223	26706223	iATCs	CUT2	H3	GSM8796445	0.0839002184536308	1.0	0.0839002184536308	1.0	True	0.0
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	1000	160656753	160658753	iATCs	CUT2	H3	GSM8796445	0.009580702796578407	1.0	0.009580702796578407	1.0	True	0.0
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	5000	160652753	160662753	iATCs	CUT2	H3	GSM8796445	0.0151626852478832	1.0	0.0151626852478832	1.0	True	0.0
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	1000	42479027	42481027	iATCs	CUT2	H3	GSM8796445	0.11109153629653155	1.0	0.11109153629653155	1.0	True	0.0
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	5000	42475027	42485027	iATCs	CUT2	H3	GSM8796445	0.06486059222109616	1.0	0.06486059222109616	1.0	True	0.0
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	1000	192412469	192414469	iATCs	CUT2	H3	GSM8796445	0.03615093241259456	1.0	0.03615093241259456	1.0	True	0.0
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	5000	192408469	192418469	iATCs	CUT2	H3	GSM8796445	0.016035501891747118	1.0	0.016035501891747118	1.0	True	0.0
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	1000	192447079	192449079	iATCs	CUT2	H3	GSM8796445	0.019790661893785	1.0	0.019790661893785	1.0	True	0.0
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	5000	192443079	192453079	iATCs	CUT2	H3	GSM8796445	0.0135997315030545	1.0	0.0135997315030545	1.0	True	0.0
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	1000	192605306	192607306	iATCs	CUT2	H3	GSM8796445	0.016847450288012624	1.0	0.016847450288012624	1.0	True	0.0
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	5000	192601306	192611306	iATCs	CUT2	H3	GSM8796445	0.013193775219842791	1.0	0.013193775219842791	1.0	True	0.0
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	1000	51067679	51069679	iATCs	CUT2	H3	GSM8796445	0.10268813419528305	1.0	0.10268813419528305	1.0	True	0.0
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	5000	51063679	51073679	iATCs	CUT2	H3	GSM8796445	0.09301813113726676	1.0	0.09301813113726676	1.0	True	0.0
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	1000	211809344	211811344	iATCs	CUT2	H3	GSM8796445	0.039195639740675685	1.0	0.039195639740675685	1.0	True	0.0
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	5000	211805344	211815344	iATCs	CUT2	H3	GSM8796445	0.027934255377948285	1.0	0.027934255377948285	1.0	True	0.0
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	1000	211850925	211852925	iATCs	CUT2	H3	GSM8796445	0.058357061725109814	1.0	0.058357061725109814	1.0	True	0.0
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	5000	211846925	211856925	iATCs	CUT2	H3	GSM8796445	0.06718672706745565	1.0	0.06718672706745565	1.0	True	0.0
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	1000	211852698	211854698	iATCs	CUT2	H3	GSM8796445	0.21765657725185156	1.0	0.21765657725185156	1.0	True	0.0
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	5000	211848698	211858698	iATCs	CUT2	H3	GSM8796445	0.0675683333478868	1.0	0.0675683333478868	1.0	True	0.0
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	1000	211858954	211860954	iATCs	CUT2	H3	GSM8796445	0.03357307889685035	1.0	0.03357307889685035	1.0	True	0.0
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	5000	211854954	211864954	iATCs	CUT2	H3	GSM8796445	0.03585865468606353	1.0	0.03585865468606353	1.0	True	0.0
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	1000	211862906	211864906	iATCs	CUT2	H3	GSM8796445	0.04971009409427643	1.0	0.04971009409427643	1.0	True	0.0
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	5000	211858906	211868906	iATCs	CUT2	H3	GSM8796445	0.042471780463308094	1.0	0.042471780463308094	1.0	True	0.0
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	1000	38731031	38733031	iATCs	CUT2	H3	GSM8796445	0.043762745110318066	1.0	0.043762745110318066	1.0	True	0.0
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	5000	38727031	38737031	iATCs	CUT2	H3	GSM8796445	0.03054866679944098	1.0	0.03054866679944098	1.0	True	0.0
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	1000	7578367	7580367	iATCs	CUT2	H3	GSM8796445	0.05344494347833097	1.0	0.05344494347833097	1.0	True	0.0
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	5000	7574367	7584367	iATCs	CUT2	H3	GSM8796445	0.0566967062164098	1.0	0.0566967062164098	1.0	True	0.0
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	1000	7590593	7592593	iATCs	CUT2	H3	GSM8796445	0.14216794241964817	1.0	0.14216794241964817	1.0	True	0.0
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	5000	7586593	7596593	iATCs	CUT2	H3	GSM8796445	0.05660331564471126	1.0	0.05660331564471126	1.0	True	0.0
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	1000	35821305	35823305	iATCs	CUT2	H3	GSM8796445	0.15700586030259728	1.0	0.15700586030259728	1.0	True	0.0
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	5000	35817305	35827305	iATCs	CUT2	H3	GSM8796445	0.08267420594953001	1.0	0.08267420594953001	1.0	True	0.0
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	1000	22430327	22432327	iAT1	CUT2	H3	GSM8796447	0.0445751276165247	1.0	0.0445751276165247	1.0	True	0.0
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	5000	22426327	22436327	iAT1	CUT2	H3	GSM8796447	0.060945243537425996	1.0	0.060945243537425996	1.0	True	0.0
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	1000	22431423	22433423	iAT1	CUT2	H3	GSM8796447	0.038813053525984284	1.0	0.038813053525984284	1.0	True	0.0
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	5000	22427423	22437423	iAT1	CUT2	H3	GSM8796447	0.0643377441726625	1.0	0.0643377441726625	1.0	True	0.0
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	1000	22434720	22436720	iAT1	CUT2	H3	GSM8796447	0.07647694889456033	1.0	0.07647694889456033	1.0	True	0.0
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	5000	22430720	22440720	iAT1	CUT2	H3	GSM8796447	0.0639330967143178	1.0	0.0639330967143178	1.0	True	0.0
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	1000	22434742	22436742	iAT1	CUT2	H3	GSM8796447	0.07675210409983993	1.0	0.07675210409983993	1.0	True	0.0
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	5000	22430742	22440742	iAT1	CUT2	H3	GSM8796447	0.06368707546517254	1.0	0.06368707546517254	1.0	True	0.0
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	1000	2362112	2364112	iAT1	CUT2	H3	GSM8796447	0.18370646899566054	1.0	0.18370646899566054	1.0	True	0.0
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	5000	2358112	2368112	iAT1	CUT2	H3	GSM8796447	0.051755054784566164	1.0	0.051755054784566164	1.0	True	0.0
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	1000	30707839	30709839	iAT1	CUT2	H3	GSM8796447	0.040739164005964994	1.0	0.040739164005964994	1.0	True	0.0
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	5000	30703839	30713839	iAT1	CUT2	H3	GSM8796447	0.029043440545350314	1.0	0.029043440545350314	1.0	True	0.0
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	1000	30708515	30710515	iAT1	CUT2	H3	GSM8796447	0.05365526968613267	1.0	0.05365526968613267	1.0	True	0.0
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	5000	30704515	30714515	iAT1	CUT2	H3	GSM8796447	0.03067171233519912	1.0	0.03067171233519912	1.0	True	0.0
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	1000	188923867	188925867	iAT1	CUT2	H3	GSM8796447	0.11059615858644246	1.0	0.11059615858644246	1.0	True	0.0
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	5000	188919867	188929867	iAT1	CUT2	H3	GSM8796447	0.04550417989939451	1.0	0.04550417989939451	1.0	True	0.0
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	1000	85669254	85671254	iAT1	CUT2	H3	GSM8796447	0.11451305756345391	1.0	0.11451305756345391	1.0	True	0.0
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	5000	85665254	85675254	iAT1	CUT2	H3	GSM8796447	0.05864688533395529	1.0	0.05864688533395529	1.0	True	0.0
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	1000	85669796	85671796	iAT1	CUT2	H3	GSM8796447	0.12058265237137675	1.0	0.12058265237137675	1.0	True	0.0
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	5000	85665796	85675796	iAT1	CUT2	H3	GSM8796447	0.05651362205818296	1.0	0.05651362205818296	1.0	True	0.0
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	1000	32036443	32038443	iAT1	CUT2	H3	GSM8796447	0.01861343514174223	1.0	0.01861343514174223	1.0	True	0.0
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	5000	32032443	32042443	iAT1	CUT2	H3	GSM8796447	0.01675209468230605	1.0	0.01675209468230605	1.0	True	0.0
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	1000	13024716	13026716	iAT1	CUT2	H3	GSM8796447	0.03777719550207257	1.0	0.03777719550207257	1.0	True	0.0
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	5000	13020716	13030716	iAT1	CUT2	H3	GSM8796447	0.019908287953585388	1.0	0.019908287953585388	1.0	True	0.0
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	1000	13024791	13026791	iAT1	CUT2	H3	GSM8796447	0.03656327547878027	1.0	0.03656327547878027	1.0	True	0.0
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	5000	13020791	13030791	iAT1	CUT2	H3	GSM8796447	0.019908287953585388	1.0	0.019908287953585388	1.0	True	0.0
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	1000	13025225	13027225	iAT1	CUT2	H3	GSM8796447	0.033180485013872385	1.0	0.033180485013872385	1.0	True	0.0
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	5000	13021225	13031225	iAT1	CUT2	H3	GSM8796447	0.018856223933398725	1.0	0.018856223933398725	1.0	True	0.0
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	1000	13026416	13028416	iAT1	CUT2	H3	GSM8796447	0.015554365191608667	1.0	0.015554365191608667	1.0	True	0.0
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	5000	13022416	13032416	iAT1	CUT2	H3	GSM8796447	0.0180760776437819	1.0	0.0180760776437819	1.0	True	0.0
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	1000	60143363	60145363	iAT1	CUT2	H3	GSM8796447	0.04813597900047898	1.0	0.04813597900047898	1.0	True	0.0
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	5000	60139363	60149363	iAT1	CUT2	H3	GSM8796447	0.01889507267102599	1.0	0.01889507267102599	1.0	True	0.0
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	1000	60144747	60146747	iAT1	CUT2	H3	GSM8796447	0.01699488628655672	1.0	0.01699488628655672	1.0	True	0.0
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	5000	60140747	60150747	iAT1	CUT2	H3	GSM8796447	0.01926086697727442	1.0	0.01926086697727442	1.0	True	0.0
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	1000	60168118	60170118	iAT1	CUT2	H3	GSM8796447	0.03520365599542856	1.0	0.03520365599542856	1.0	True	0.0
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	5000	60164118	60174118	iAT1	CUT2	H3	GSM8796447	0.010439706742763519	1.0	0.010439706742763519	1.0	True	0.0
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	1000	60168528	60170528	iAT1	CUT2	H3	GSM8796447	0.027110867481678725	1.0	0.027110867481678725	1.0	True	0.0
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	5000	60164528	60174528	iAT1	CUT2	H3	GSM8796447	0.01068249074742198	1.0	0.01068249074742198	1.0	True	0.0
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	1000	117839040	117841040	iAT1	CUT2	H3	GSM8796447	0.12527647115290164	1.0	0.12527647115290164	1.0	True	0.0
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	5000	117835040	117845040	iAT1	CUT2	H3	GSM8796447	0.0477798659093678	1.0	0.0477798659093678	1.0	True	0.0
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	1000	117839067	117841067	iAT1	CUT2	H3	GSM8796447	0.12571348236128688	1.0	0.12571348236128688	1.0	True	0.0
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	5000	117835067	117845067	iAT1	CUT2	H3	GSM8796447	0.047692463667690754	1.0	0.047692463667690754	1.0	True	0.0
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	1000	117840395	117842395	iAT1	CUT2	H3	GSM8796447	0.12390070090070367	1.0	0.12390070090070367	1.0	True	0.0
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	5000	117836395	117846395	iAT1	CUT2	H3	GSM8796447	0.04750471070408821	1.0	0.04750471070408821	1.0	True	0.0
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	1000	49923862	49925862	iAT1	CUT2	H3	GSM8796447	0.0746479642316699	1.0	0.0746479642316699	1.0	True	0.0
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	5000	49919862	49929862	iAT1	CUT2	H3	GSM8796447	0.060611823530495164	1.0	0.060611823530495164	1.0	True	0.0
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	1000	52868656	52870656	iAT1	CUT2	H3	GSM8796447	0.043701099790632726	1.0	0.043701099790632726	1.0	True	0.0
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	5000	52864656	52874656	iAT1	CUT2	H3	GSM8796447	0.021203132048249244	1.0	0.021203132048249244	1.0	True	0.0
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	1000	52890056	52892056	iAT1	CUT2	H3	GSM8796447	0.1560614654161036	1.0	0.1560614654161036	1.0	True	0.0
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	5000	52886056	52896056	iAT1	CUT2	H3	GSM8796447	0.04930455487892032	1.0	0.04930455487892032	1.0	True	0.0
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	1000	52913418	52915418	iAT1	CUT2	H3	GSM8796447	0.02254654588922858	1.0	0.02254654588922858	1.0	True	0.0
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	5000	52909418	52919418	iAT1	CUT2	H3	GSM8796447	0.03162018157690764	1.0	0.03162018157690764	1.0	True	0.0
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	1000	75030890	75032890	iAT1	CUT2	H3	GSM8796447	0.02856758175417781	1.0	0.02856758175417781	1.0	True	0.0
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	5000	75026890	75036890	iAT1	CUT2	H3	GSM8796447	0.04883194189891219	1.0	0.04883194189891219	1.0	True	0.0
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	1000	42382868	42384868	iAT1	CUT2	H3	GSM8796447	0.021559219241142274	1.0	0.021559219241142274	1.0	True	0.0
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	5000	42378868	42388868	iAT1	CUT2	H3	GSM8796447	0.018474241437762974	1.0	0.018474241437762974	1.0	True	0.0
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	1000	36496107	36498107	iAT1	CUT2	H3	GSM8796447	0.016476942233741285	1.0	0.016476942233741285	1.0	True	0.0
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	5000	36492107	36502107	iAT1	CUT2	H3	GSM8796447	0.03064904937669635	1.0	0.03064904937669635	1.0	True	0.0
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	1000	36498358	36500358	iAT1	CUT2	H3	GSM8796447	0.08510386799275875	1.0	0.08510386799275875	1.0	True	0.0
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	5000	36494358	36504358	iAT1	CUT2	H3	GSM8796447	0.03140006070956588	1.0	0.03140006070956588	1.0	True	0.0
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	1000	26700223	26702223	iAT1	CUT2	H3	GSM8796447	0.05061235204339028	1.0	0.05061235204339028	1.0	True	0.0
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	5000	26696223	26706223	iAT1	CUT2	H3	GSM8796447	0.05867277694866061	1.0	0.05867277694866061	1.0	True	0.0
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	1000	160656753	160658753	iAT1	CUT2	H3	GSM8796447	0.010876723408699036	1.0	0.010876723408699036	1.0	True	0.0
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	5000	160652753	160662753	iAT1	CUT2	H3	GSM8796447	0.011491775177419186	1.0	0.011491775177419186	1.0	True	0.0
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	1000	42479027	42481027	iAT1	CUT2	H3	GSM8796447	0.03557594780623913	1.0	0.03557594780623913	1.0	True	0.0
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	5000	42475027	42485027	iAT1	CUT2	H3	GSM8796447	0.035932032223790884	1.0	0.035932032223790884	1.0	True	0.0
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	1000	192412469	192414469	iAT1	CUT2	H3	GSM8796447	0.05129216859489679	1.0	0.05129216859489679	1.0	True	0.0
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	5000	192408469	192418469	iAT1	CUT2	H3	GSM8796447	0.017318592574447393	1.0	0.017318592574447393	1.0	True	0.0
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	1000	192447079	192449079	iAT1	CUT2	H3	GSM8796447	0.019357975363731385	1.0	0.019357975363731385	1.0	True	0.0
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	5000	192443079	192453079	iAT1	CUT2	H3	GSM8796447	0.011342867915332318	1.0	0.011342867915332318	1.0	True	0.0
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	1000	192605306	192607306	iAT1	CUT2	H3	GSM8796447	0.010682495974004268	1.0	0.010682495974004268	1.0	True	0.0
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	5000	192601306	192611306	iAT1	CUT2	H3	GSM8796447	0.0167715158008039	1.0	0.0167715158008039	1.0	True	0.0
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	1000	51067679	51069679	iAT1	CUT2	H3	GSM8796447	0.07830590802431106	1.0	0.07830590802431106	1.0	True	0.0
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	5000	51063679	51073679	iAT1	CUT2	H3	GSM8796447	0.06065713441967964	1.0	0.06065713441967964	1.0	True	0.0
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	1000	211809344	211811344	iAT1	CUT2	H3	GSM8796447	0.028130568124353886	1.0	0.028130568124353886	1.0	True	0.0
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	5000	211805344	211815344	iAT1	CUT2	H3	GSM8796447	0.02955813691690564	1.0	0.02955813691690564	1.0	True	0.0
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	1000	211850925	211852925	iAT1	CUT2	H3	GSM8796447	0.028729443717747927	1.0	0.028729443717747927	1.0	True	0.0
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	5000	211846925	211856925	iAT1	CUT2	H3	GSM8796447	0.03884543476626277	1.0	0.03884543476626277	1.0	True	0.0
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	1000	211852698	211854698	iAT1	CUT2	H3	GSM8796447	0.11690856058895588	1.0	0.11690856058895588	1.0	True	0.0
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	5000	211848698	211858698	iAT1	CUT2	H3	GSM8796447	0.03939250807762146	1.0	0.03939250807762146	1.0	True	0.0
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	1000	211858954	211860954	iAT1	CUT2	H3	GSM8796447	0.02711088126525283	1.0	0.02711088126525283	1.0	True	0.0
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	5000	211854954	211864954	iAT1	CUT2	H3	GSM8796447	0.027622341261804104	1.0	0.027622341261804104	1.0	True	0.0
