accession,gene_short_name,tracking_id,gene_id,locus,FPKM,FPKM_lo,FPKM_hi,status
GSM2943023,Porcn,Porcn,Porcn,chrX:8193849-8206525,0.371703,0,1.84395,OK
GSM2943023,Ppia,Ppia,Ppia,chr11:6415869-6419810,296.013,258.495,333.532,OK
GSM2943023,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943023,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,19.9775,10.8112,29.1437,OK
GSM2943023,Ubc,Ubc,Ubc,chr5:125385964-125390017,184.158,169.822,198.494,OK
GSM2943023,Wls,Wls,Wls,chr3:159839694-159935175,0,0,0,OK
GSM2943023,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943023,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943023,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943023,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943023,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943023,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943023,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,1.81969,0.668818,2.97057,OK
GSM2943023,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943023,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943023,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943023,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,22.5905,18.6169,26.5641,OK
GSM2943023,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943023,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943023,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943023,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943023,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943023,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943023,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943023,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943024,Actb,Actb,Actb,chr5:142903115-142906724,1529.22,1484.16,1574.29,OK
GSM2943024,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943024,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943024,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,7.52771,5.60006,9.45536,OK
GSM2943024,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,165.77,157.143,174.397,OK
GSM2943024,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943024,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,23.0955,15.9737,30.2173,OK
GSM2943024,Mgp,Mgp,Mgp,chr6:136872434-136875805,928.679,854.503,1002.85,OK
GSM2943024,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,0,0,0,OK
GSM2943024,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943024,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943024,Ppia,Ppia,Ppia,chr11:6415869-6419810,150.678,125.117,176.238,OK
GSM2943024,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943024,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,4.78982,0.505675,9.07396,OK
GSM2943024,Ubc,Ubc,Ubc,chr5:125385964-125390017,1107.12,1073.65,1140.6,OK
GSM2943024,Wls,Wls,Wls,chr3:159839694-159935175,234.847,219.985,249.708,OK
GSM2943024,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943024,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943024,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943024,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943024,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943024,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943024,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943024,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943024,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943024,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943024,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0,0,0,OK
GSM2943024,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943024,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943024,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943024,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943024,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943024,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943024,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943024,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943025,Actb,Actb,Actb,chr5:142903115-142906724,2019.83,1961.67,2078,OK
GSM2943025,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943025,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943025,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,39.8956,34.9184,44.8729,OK
GSM2943025,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,117.096,108.964,125.227,OK
GSM2943025,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943025,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,25.6902,17.2433,34.137,OK
GSM2943025,Mgp,Mgp,Mgp,chr6:136872434-136875805,2568.16,2428.62,2707.69,OK
GSM2943025,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,8.4442,6.50118,10.3872,OK
GSM2943025,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943025,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943025,Ppia,Ppia,Ppia,chr11:6415869-6419810,125.369,99.0603,151.677,OK
GSM2943025,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943025,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,4.87106,0,9.74211,OK
GSM2943025,Ubc,Ubc,Ubc,chr5:125385964-125390017,224.048,207.147,240.95,OK
GSM2943025,Wls,Wls,Wls,chr3:159839694-159935175,140.062,127.472,152.651,OK
GSM2943025,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943025,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943025,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943025,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943025,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943025,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943025,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943025,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943025,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943025,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943025,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0.672789,0,1.34558,OK
GSM2943025,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943025,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943025,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943025,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943025,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943025,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943025,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943025,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943026,Actb,Actb,Actb,chr5:142903115-142906724,2353.66,2298.94,2408.37,OK
GSM2943026,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943026,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943026,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,5.6758,4.03734,7.31426,OK
GSM2943026,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,23.5521,20.3691,26.7351,OK
GSM2943026,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943026,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,14.3256,8.83703,19.8142,OK
GSM2943026,Mgp,Mgp,Mgp,chr6:136872434-136875805,3634.02,3490.52,3777.53,OK
GSM2943026,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,0,0,0,OK
GSM2943026,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943026,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943026,Ppia,Ppia,Ppia,chr11:6415869-6419810,304.226,268.7,339.751,OK
GSM2943026,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943026,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,11.0003,4.64927,17.3513,OK
GSM2943026,Ubc,Ubc,Ubc,chr5:125385964-125390017,68.5544,60.4022,76.7065,OK
GSM2943026,Wls,Wls,Wls,chr3:159839694-159935175,44.891,38.6667,51.1152,OK
GSM2943026,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943026,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943026,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943026,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943026,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943026,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943026,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0.473978,0,1.02128,OK
GSM2943026,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943026,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943026,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943026,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0.15087,0,0.546705,OK
GSM2943026,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943026,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943026,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943026,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943026,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943026,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943026,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943026,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943027,Actb,Actb,Actb,chr5:142903115-142906724,1799.32,1754.96,1843.68,OK
GSM2943027,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943027,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943027,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,29.5874,26.1215,33.0533,OK
GSM2943027,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,128.95,122.05,135.851,OK
GSM2943027,Epcam,Epcam,Epcam,chr17:87635978-87651127,41.127,34.7428,47.5111,OK
GSM2943027,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,5.66143,2.45884,8.86401,OK
GSM2943027,Mgp,Mgp,Mgp,chr6:136872434-136875805,3566,3433.56,3698.43,OK
GSM2943027,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,4.66169,3.49366,5.82972,OK
GSM2943027,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943027,Porcn,Porcn,Porcn,chrX:8193849-8206525,0.277778,0,1.37798,OK
GSM2943027,Ppia,Ppia,Ppia,chr11:6415869-6419810,221.11,192.934,249.285,OK
GSM2943027,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943027,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,8.71794,3.46082,13.9751,OK
GSM2943027,Ubc,Ubc,Ubc,chr5:125385964-125390017,1000.15,971.284,1029.01,OK
GSM2943027,Wls,Wls,Wls,chr3:159839694-159935175,19.8371,15.9851,23.6892,OK
GSM2943027,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943027,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943027,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943027,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0.886576,0.0935983,1.67955,OK
GSM2943027,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943027,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943027,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,7.19035,5.21501,9.16569,OK
GSM2943027,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943027,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943027,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943027,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,3.10646,1.59052,4.62239,OK
GSM2943027,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943027,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0.246809,0,0.740427,OK
GSM2943027,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943027,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943027,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943027,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943027,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0.88124,0.161711,1.60077,OK
GSM2943027,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943028,Actb,Actb,Actb,chr5:142903115-142906724,1801.85,1747.75,1855.95,OK
GSM2943028,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943028,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943028,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,83.2424,76.1724,90.3125,OK
GSM2943028,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,67.4956,61.4251,73.566,OK
GSM2943028,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943028,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,11.6343,6.028,17.2406,OK
GSM2943028,Mgp,Mgp,Mgp,chr6:136872434-136875805,8502.05,8250.18,8753.91,OK
GSM2943028,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,2.96801,1.82646,4.10956,OK
GSM2943028,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943028,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943028,Ppia,Ppia,Ppia,chr11:6415869-6419810,267.8,229.736,305.863,OK
GSM2943028,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943028,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,25.0174,14.0989,35.9359,OK
GSM2943028,Ubc,Ubc,Ubc,chr5:125385964-125390017,380.294,358.621,401.968,OK
GSM2943028,Wls,Wls,Wls,chr3:159839694-159935175,6.5629,3.83181,9.29398,OK
GSM2943028,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943028,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943028,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943028,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943028,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943028,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,12.1409,7.97658,16.3051,OK
GSM2943028,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943028,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943028,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943028,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943028,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0.383442,0,1.01583,OK
GSM2943028,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943028,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943028,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943028,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0.213621,0,0.941722,OK
GSM2943028,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943028,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943028,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0.434917,0,1.04998,OK
GSM2943028,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943029,Actb,Actb,Actb,chr5:142903115-142906724,2769.4,2711.21,2827.59,OK
GSM2943029,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943029,Axin2,Axin2,Axin2,chr11:108920348-108950781,1.26078,0.463394,2.05817,OK
GSM2943029,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,37.2284,33.114,41.3427,OK
GSM2943029,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,128.045,120.768,135.322,OK
GSM2943029,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943029,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,47.9097,38.0702,57.7492,OK
GSM2943029,Mgp,Mgp,Mgp,chr6:136872434-136875805,3878.77,3733.5,4024.05,OK
GSM2943029,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,1.92832,1.12493,2.73172,OK
GSM2943029,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943029,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943029,Ppia,Ppia,Ppia,chr11:6415869-6419810,294.376,260.127,328.626,OK
GSM2943029,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943029,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,35.2245,24.0855,46.3635,OK
GSM2943029,Ubc,Ubc,Ubc,chr5:125385964-125390017,227.529,212.968,242.09,OK
GSM2943029,Wls,Wls,Wls,chr3:159839694-159935175,59.4626,52.4435,66.4818,OK
GSM2943029,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943029,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943029,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943029,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943029,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943029,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,46.2828,39.2247,53.3409,OK
GSM2943029,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,47.842,42.4508,53.2331,OK
GSM2943029,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943029,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943029,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943029,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,0,0,0,OK
GSM2943029,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943029,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943029,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943029,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943029,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943029,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943029,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943029,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943030,Actb,Actb,Actb,chr5:142903115-142906724,3058.17,3000.51,3115.83,OK
GSM2943030,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943030,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943030,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,36.7553,32.9023,40.6083,OK
GSM2943030,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,115.435,108.923,121.946,OK
GSM2943030,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943030,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,6.38435,2.99589,9.77282,OK
GSM2943030,Mgp,Mgp,Mgp,chr6:136872434-136875805,6502.19,6324.4,6679.97,OK
GSM2943030,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,0.285417,0,0.604383,OK
GSM2943030,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943030,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943030,Ppia,Ppia,Ppia,chr11:6415869-6419810,127.964,106.637,149.291,OK
GSM2943030,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943030,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,22.3756,13.9929,30.7583,OK
GSM2943030,Ubc,Ubc,Ubc,chr5:125385964-125390017,189.126,176.611,201.642,OK
GSM2943030,Wls,Wls,Wls,chr3:159839694-159935175,85.5038,77.574,93.4335,OK
GSM2943030,Wnt1,Wnt1,Wnt1,chr15:98789856-98793830,0,0,0,OK
GSM2943030,Wnt10a,Wnt10a,Wnt10a,chr1:74792018-74804175,0,0,0,OK
GSM2943030,Wnt10b,Wnt10b,Wnt10b,chr15:98771751-98778150,0,0,0,OK
GSM2943030,Wnt11,Wnt11,Wnt11,chr7:98838844-98854747,0,0,0,OK
GSM2943030,Wnt16,Wnt16,Wnt16,chr6:22288226-22298522,0,0,0,OK
GSM2943030,Wnt2,Wnt2,Wnt2,chr6:17988939-18030445,0,0,0,OK
GSM2943030,Wnt2b,Wnt2b,Wnt2b,chr3:104944804-104961709,0,0,0,OK
GSM2943030,Wnt3,Wnt3,Wnt3,chr11:103774174-103818021,0,0,0,OK
GSM2943030,Wnt3a,Wnt3a,Wnt3a,chr11:59248041-59290751,0,0,0,OK
GSM2943030,Wnt4,Wnt4,Wnt4,chr4:137277634-137299501,0,0,0,OK
GSM2943030,Wnt5a,Wnt5a,Wnt5a,chr14:28505472-28525515,2.57702,1.40396,3.75009,OK
GSM2943030,Wnt5b,Wnt5b,Wnt5b,chr6:119432530-119544347,0,0,0,OK
GSM2943030,Wnt6,Wnt6,Wnt6,chr1:74771891-74785319,0,0,0,OK
GSM2943030,Wnt7a,Wnt7a,Wnt7a,chr6:91363982-91411369,0,0,0,OK
GSM2943030,Wnt7b,Wnt7b,Wnt7b,chr15:85535436-85581821,0,0,0,OK
GSM2943030,Wnt8a,Wnt8a,Wnt8a,chr18:34542327-34548061,0,0,0,OK
GSM2943030,Wnt8b,Wnt8b,Wnt8b,chr19:44493471-44514273,0,0,0,OK
GSM2943030,Wnt9a,Wnt9a,Wnt9a,chr11:59306929-59333552,0,0,0,OK
GSM2943030,Wnt9b,Wnt9b,Wnt9b,chr11:103727362-103749821,0,0,0,OK
GSM2943031,Actb,Actb,Actb,chr5:142903115-142906724,1242.92,1199.69,1286.14,OK
GSM2943031,Ager,Ager,Ager,chr17:34597861-34600932,0,0,0,OK
GSM2943031,Axin2,Axin2,Axin2,chr11:108920348-108950781,0,0,0,OK
GSM2943031,Col1a1,Col1a1,Col1a1,chr11:94936269-94951856,438.793,423.163,454.423,OK
GSM2943031,Col1a2,Col1a2,Col1a2,chr6:4505696-4541543,611.684,594.086,629.281,OK
GSM2943031,Epcam,Epcam,Epcam,chr17:87635978-87651127,0,0,0,OK
GSM2943031,Gapdh,Gapdh,Gapdh,chr6:125161851-125165583,12.6565,7.03603,18.277,OK
GSM2943031,Mgp,Mgp,Mgp,chr6:136872434-136875805,15410.6,15085.8,15735.4,OK
GSM2943031,Pdgfra,Pdgfra,Pdgfra,chr5:75152290-75198204,61.9353,56.9963,66.8743,OK
GSM2943031,Pecam1,Pecam1,Pecam1,chr11:106654217-106715281,0,0,0,OK
GSM2943031,Porcn,Porcn,Porcn,chrX:8193849-8206525,0,0,0,OK
GSM2943031,Ppia,Ppia,Ppia,chr11:6415869-6419810,188.463,157.84,219.086,OK
GSM2943031,Ptprc,Ptprc,Ptprc,chr1:138062860-138175305,0,0,0,OK
GSM2943031,Sftpc,Sftpc,Sftpc,chr14:70520941-70524081,109.136,87.254,131.018,OK
GSM2943031,Ubc,Ubc,Ubc,chr5:125385964-125390017,76.2813,66.9396,85.6229,OK
