pair,n_donors,median_rank,ligand,receptor,overall_rank,resource
NTN1 to UNC5D,18,368.5,NTN1,UNC5D,403,italk
VEGFA to GPC1,19,370.0,VEGFA,GPC1,404,italk
TGFB1 to CD109,21,370.0,TGFB1,CD109,405,italk
RGMA to BMPR2,21,371.0,RGMA,BMPR2,406,italk
MDK to SDC4,23,372.0,MDK,SDC4,407,italk
LAMA1 to SDC2,25,372.0,LAMA1,SDC2,408,italk
IGFBP4 to LRP6,21,373.0,IGFBP4,LRP6,409,italk
BMP2 to ACVR1,23,373.0,BMP2,ACVR1,410,italk
DKK1 to KREMEN1,14,375.0,DKK1,KREMEN1,411,italk
LAMA1 to RPSA,25,376.0,LAMA1,RPSA,412,italk
TGFA to ERBB4,20,376.0,TGFA,ERBB4,413,italk
PAPLN to SIRPA,15,377.0,PAPLN,SIRPA,414,italk
CD14 to ITGB1,17,378.0,CD14,ITGB1,415,italk
HLA-E to SLC16A4,21,378.0,HLA-E,SLC16A4,416,italk
EREG to ERBB4,18,380.0,EREG,ERBB4,417,italk
UBA52 to AGTR1,17,380.0,UBA52,AGTR1,418,italk
COL4A6 to ITGA1,22,382.0,COL4A6,ITGA1,419,italk
F8 to LRP1,17,383.0,F8,LRP1,420,italk
BMP7 to ENG,18,384.0,BMP7,ENG,421,italk
COL18A1 to GPC1,20,384.0,COL18A1,GPC1,422,italk
SEMA3A to PLXNA4,22,384.5,SEMA3A,PLXNA4,423,italk
FN1 to IL17RC,19,385.0,FN1,IL17RC,424,italk
B2M to HLA-F,16,385.5,B2M,HLA-F,425,italk
COL1A1 to ITGA11,19,386.0,COL1A1,ITGA11,426,italk
LAMA1 to NT5E,22,386.5,LAMA1,NT5E,427,italk
VEGFA to EPHB2,22,386.5,VEGFA,EPHB2,428,italk
GDF11 to ACVR2A,14,388.0,GDF11,ACVR2A,429,italk
DKK1 to LRP6,13,389.0,DKK1,LRP6,430,italk
BTC to EGFR,22,389.0,BTC,EGFR,431,italk
COL4A6 to CD47,22,392.5,COL4A6,CD47,432,italk
COL1A2 to ITGA11,15,393.0,COL1A2,ITGA11,433,italk
AFDN to NRXN2,13,393.0,AFDN,NRXN2,434,italk
RGMB to BMPR2,18,393.0,RGMB,BMPR2,435,italk
COL4A1 to ITGA2,20,395.5,COL4A1,ITGA2,436,italk
RGMA to NEO1,21,396.0,RGMA,NEO1,437,italk
RGMA to BMPR1B,14,396.5,RGMA,BMPR1B,438,italk
EFNB1 to EPHB2,17,397.0,EFNB1,EPHB2,439,italk
TNFSF14 to LTBR,18,397.5,TNFSF14,LTBR,440,italk
PTDSS1 to JMJD6,20,398.0,PTDSS1,JMJD6,441,italk
PLTP to ABCA1,23,400.0,PLTP,ABCA1,442,italk
BMP7 to BMPR1B,14,400.5,BMP7,BMPR1B,443,italk
NCAM1 to CACNA1C,14,401.0,NCAM1,CACNA1C,444,italk
LAMB3 to ITGA2,21,402.0,LAMB3,ITGA2,445,italk
CALR to HLA-F,16,403.5,CALR,HLA-F,446,italk
LAMB1 to ITGA2,16,406.5,LAMB1,ITGA2,447,italk
COL8A1 to ITGA2,21,408.0,COL8A1,ITGA2,448,italk
MMP13 to LRP1,14,408.5,MMP13,LRP1,449,italk
EFEMP2 to LINGO1,18,409.5,EFEMP2,LINGO1,450,italk
NCAM1 to PTPRA,14,410.0,NCAM1,PTPRA,451,italk
NCAM1 to FGFR1,14,410.5,NCAM1,FGFR1,452,italk
C1orf112 to PLSCR4,13,411.0,C1orf112,PLSCR4,453,italk
GDF11 to ACVR1B,13,411.0,GDF11,ACVR1B,454,italk
BTC to ERBB4,19,411.0,BTC,ERBB4,455,italk
TNFSF10 to TNFRSF10D,17,412.0,TNFSF10,TNFRSF10D,456,italk
NCAM1 to ROBO1,14,412.0,NCAM1,ROBO1,457,italk
BMP7 to ACVR1,17,412.0,BMP7,ACVR1,458,italk
LAMA2 to ITGA2,21,413.0,LAMA2,ITGA2,459,italk
BMP6 to BMPR2,22,414.0,BMP6,BMPR2,460,italk
SEMA3A to NRP2,21,415.0,SEMA3A,NRP2,461,italk
BMP6 to BMPR1A,22,417.5,BMP6,BMPR1A,462,italk
RGMB to NEO1,17,418.0,RGMB,NEO1,463,italk
INHBB to ACVR1,22,420.5,INHBB,ACVR1,464,italk
F8 to LDLR,16,421.0,F8,LDLR,465,italk
NCAM1 to GFRA1,13,421.0,NCAM1,GFRA1,466,italk
LAMA1 to SDC4,22,422.0,LAMA1,SDC4,467,italk
PRSS23 to TMEM222,21,423.0,PRSS23,TMEM222,468,italk
PIP to CD4,22,423.5,PIP,CD4,469,italk
BMP6 to ACVR2A,22,426.5,BMP6,ACVR2A,470,italk
PLA2G10 to PLA2R1,21,427.0,PLA2G10,PLA2R1,471,italk
FST to BMPR2,14,427.0,FST,BMPR2,472,italk
GAS6 to MERTK,20,429.5,GAS6,MERTK,473,italk
NRG2 to ERBB4,21,431.0,NRG2,ERBB4,474,italk
BMP3 to BMPR2,18,431.0,BMP3,BMPR2,475,italk
BMP3 to BMPR1A,18,431.0,BMP3,BMPR1A,476,italk
COL4A4 to ITGA2,18,433.0,COL4A4,ITGA2,477,italk
FGF12 to FGFR1,23,433.0,FGF12,FGFR1,478,italk
C5 to C5AR1,18,434.0,C5,C5AR1,479,italk
SEMA4D to PLXNB2,18,435.5,SEMA4D,PLXNB2,480,italk
HSPG2 to ITGA2,21,436.0,HSPG2,ITGA2,481,italk
SEMA4A to PLXND1,19,438.0,SEMA4A,PLXND1,482,italk
BMP3 to ACVR2A,18,440.5,BMP3,ACVR2A,483,italk
IL16 to KCND2,19,441.0,IL16,KCND2,484,italk
COLQ to MUSK,22,442.0,COLQ,MUSK,485,italk
WNT7B to FZD1,19,442.0,WNT7B,FZD1,486,italk
COL1A1 to ITGA2,20,442.5,COL1A1,ITGA2,487,italk
APOE to LRP5,18,442.5,APOE,LRP5,488,italk
TNC to ITGA2,21,443.0,TNC,ITGA2,489,italk
TNFSF12 to TNFRSF12A,13,444.0,TNFSF12,TNFRSF12A,490,italk
CDH1 to LRP5,18,446.0,CDH1,LRP5,491,italk
PSAP to SORT1,22,447.0,PSAP,SORT1,492,italk
FGF2 to SDC4,14,447.5,FGF2,SDC4,493,italk
CXCL8 to SDC3,16,448.5,CXCL8,SDC3,494,italk
PGF to NRP1,13,449.0,PGF,NRP1,495,italk
WNT7B to LRP5,17,450.0,WNT7B,LRP5,496,italk
THBS1 to LRP5,18,450.0,THBS1,LRP5,497,italk
IL6 to IL6R,15,450.0,IL6,IL6R,498,italk
BMP6 to ACVR1,19,451.0,BMP6,ACVR1,499,italk
BMP6 to BMPR1B,13,453.0,BMP6,BMPR1B,500,italk
RTN4 to TNFRSF19,20,453.0,RTN4,TNFRSF19,501,italk
CCL18 to ERG28,18,454.0,CCL18,ERG28,502,italk
VWF to SIRPA,16,457.5,VWF,SIRPA,503,italk
SEMA6A to PLXNA4,21,462.0,SEMA6A,PLXNA4,504,italk
LRPAP1 to SORT1,22,463.0,LRPAP1,SORT1,505,italk
BMP3 to ACVR1,15,463.0,BMP3,ACVR1,506,italk
COL4A3 to ITGA2,20,463.0,COL4A3,ITGA2,507,italk
LAMA1 to ITGB8,23,467.0,LAMA1,ITGB8,508,italk
JAG1 to NOTCH3,14,470.0,JAG1,NOTCH3,509,italk
LAMA1 to GPC1,19,480.0,LAMA1,GPC1,510,italk
MDK to SDC3,16,483.0,MDK,SDC3,511,italk
SEMA4C to PLXNB2,16,484.5,SEMA4C,PLXNB2,512,italk
SEMA3C to PLXND1,19,486.0,SEMA3C,PLXND1,513,italk
WNT5A to FZD1,13,489.0,WNT5A,FZD1,514,italk
TNFSF14 to TNFRSF14,13,496.0,TNFSF14,TNFRSF14,515,italk
APP to TNFRSF21,16,497.5,APP,TNFRSF21,516,italk
SEMA3E to PLXND1,19,500.0,SEMA3E,PLXND1,517,italk
COL4A6 to ITGA2,18,510.5,COL4A6,ITGA2,518,italk
COL1A2 to ITGA2,17,511.0,COL1A2,ITGA2,519,italk
DUSP18 to ITGA2,19,512.0,DUSP18,ITGA2,520,italk
ECM1 to CACHD1,13,512.0,ECM1,CACHD1,521,italk
SEMA3F to NRP2,14,513.5,SEMA3F,NRP2,522,italk
COL3A1 to ITGA2,18,517.0,COL3A1,ITGA2,523,italk
ZP3 to MERTK,20,525.5,ZP3,MERTK,524,italk
FN1 to COL13A1,13,527.0,FN1,COL13A1,525,italk
NTN1 to UNC5B,13,528.0,NTN1,UNC5B,526,italk
GNAI2 to UNC5B,13,530.0,GNAI2,UNC5B,527,italk
HSPG2 to COL13A1,13,530.0,HSPG2,COL13A1,528,italk
TCTN1 to TMEM67,16,530.5,TCTN1,TMEM67,529,italk
TNC to CNTN1,13,533.0,TNC,CNTN1,530,italk
DLL1 to NOTCH3,14,533.5,DLL1,NOTCH3,531,italk
PSEN1 to NOTCH3,14,534.5,PSEN1,NOTCH3,532,italk
FGF13 to FGFR4,14,536.0,FGF13,FGFR4,533,italk
FGF14 to FGFR4,14,538.0,FGF14,FGFR4,534,italk
COL7A1 to ITGA2,16,541.0,COL7A1,ITGA2,535,italk
PTN to PLXNB2,15,546.0,PTN,PLXNB2,536,italk
LAMA1 to ITGA2,20,547.5,LAMA1,ITGA2,537,italk
FGF12 to FGFR4,13,548.0,FGF12,FGFR4,538,italk
SCGB1A1 to LMBR1L,14,550.5,SCGB1A1,LMBR1L,539,italk
