cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.47864467569205904,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.2543284433155358,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.3571685740002572,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.26567656765676567,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.12642195070570889,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.06399546204620463,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT1-like,202,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.13917237877633917,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.04566579106890281,True,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.046359323432343245,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.038602736678162206,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.4006364922206506,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.3108055569954901,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.27052848141957053,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.12623762376237624,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.09305877396250264,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.05566728547854786,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,AT2-like,202,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.11304899720741306,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.11428571428571425,True,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.11517857142857142,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.10272873194221509,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.5060495626822157,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.18362004487658937,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.30196660482374765,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.26666666666666666,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.13556231003039512,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.061309523809523814,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,EMT,35,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.1323076923076923,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.11317254174397032,False,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.11458333333333333,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.09295199182839631,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.4410946196660482,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.1844359828653022,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.3138134592680047,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.4393939393939394,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.13781431334622823,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.07623106060606061,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,GI epithelium-like,11,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.1389277389277389,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.13610744966137903,True,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.13316629547141798,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.11533745401766723,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.5304702058997318,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.19781597266759177,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.32995111792439186,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.3986636971046771,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.1390323650665782,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.06961070898292503,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,HPCS,449,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.15019130832048427,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.08892128279883382,False,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.08854166666666667,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.06500802568218299,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.5266034985422741,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.19483919222139118,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.312430426716141,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.35714285714285715,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.12424012158054709,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.0665922619047619,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Highly proliferative,14,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.12783882783882783,False,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.07843435881815412,True,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.07828047263681591,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.0677511319805467,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.4908239415169052,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.2268305071501133,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.3252568327195193,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.31592039800995025,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.11721975230231821,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.05822450248756219,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Hybrid lung/gastric-like,134,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.12969766551856104,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.04875283446712018,True,Cldn4;Slc4a11
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.049189814814814804,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.04395547232625884,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.43191373771730907,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.2909152608105488,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.29424001924001925,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.13117283950617284,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.1009160756501182,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.057798032407407406,True,
GSE277777,AV1975,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,29,Lung endoderm-like,216,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.11346153846153846,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.08022519352568615,False,Cldn4;Slc4a11
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.07830459770114943,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.065865943432778,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.48355031667839554,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.24778840946019134,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.3966860725481415,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.28735632183908044,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.13077769625825386,False,
