cohort,compartment,label,set,mean_set_transcript_share_IPF,mean_set_transcript_share_control,delta_transcript_share
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_CYTOKINETIC_PROCESS,0.3531095475439164,0.4539444258012588,-0.10083487825734244
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,0.38238995960208383,0.4789968442693831,-0.09660688466729928
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,0.3638961979857464,0.46706590270238196,-0.10316970471663556
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION,0.37777823087986245,0.47678049948958945,-0.099002268609727
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,0.3381580380538325,0.4411581676040213,-0.10300012955018883
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,0.3409493534155868,0.4365007424990683,-0.09555138908348149
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION,0.3592036920820464,0.4655842192378781,-0.10638052715583174
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.3352148331780067,0.43294286661031145,-0.09772803343230474
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,0.37234948654504885,0.4696588068683897,-0.09730932032334083
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX,0.36317686953818507,0.47753480817278443,-0.11435793863459937
GSE136831,macrophages,Macrophage_Alveolar,GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.371768779312125,0.4983793793090672,-0.12661059999694224
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH,0.35313944462005725,0.47652820600995255,-0.1233887613898953
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,0.3604679664819205,0.4588430807210105,-0.09837511423909001
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE,0.3654273005512906,0.45610351479435,-0.09067621424305944
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,0.3857404096237239,0.5007635966572475,-0.11502318703352354
GSE136831,macrophages,Macrophage_Alveolar,GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,0.3276464203234368,0.4625029236351461,-0.13485650331170929
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MATURATION_OF_SSU_RRNA,0.35095442675734945,0.444211275520853,-0.09325684876350354
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CHROMOSOME_SEGREGATION,0.3581811403645444,0.4556143217077856,-0.0974331813432412
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II,0.3867660666736121,0.5079500634596618,-0.12118399678604969
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_CYTOKINESIS,0.3545252529365822,0.453299392457277,-0.0987741395206948
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PSEUDOURIDINE_SYNTHESIS,0.37523970168956905,0.4769493160086028,-0.10170961431903375
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,0.3361987357695212,0.42821202479185994,-0.09201328902233874
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,0.33173877117157013,0.44702567384087244,-0.1152869026693023
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,0.31944031072686135,0.4291744128488765,-0.10973410212201512
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ACTIN_FILAMENT_SEVERING,0.37237294894920236,0.5140809249319532,-0.14170797598275087
GSE136831,macrophages,Macrophage_Alveolar,GOBP_VACUOLAR_ACIDIFICATION,0.3510330258877533,0.4725446376297102,-0.1215116117419569
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_DNA_REPLICATION,0.37210409567544156,0.4659579897042178,-0.09385389402877625
GSE136831,macrophages,Macrophage_Alveolar,GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,0.36062412703243785,0.4531957149961642,-0.09257158796372633
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CYTOKINETIC_PROCESS,0.34757674461430177,0.4468271812556494,-0.09925043664134764
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,0.3474933409884716,0.4540733318210248,-0.10657999083255315
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DNA_TEMPLATED_DNA_REPLICATION,0.3738180385292759,0.47716579379083907,-0.10334775526156315
GSE136831,macrophages,Macrophage_Alveolar,GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY,0.34535843709471425,0.4691842670381198,-0.12382582994340552
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,0.38227931074637295,0.4667536233483014,-0.08447431260192845
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.34740380035957136,0.45544935090010497,-0.10804555054053361
GSE136831,macrophages,Macrophage_Alveolar,GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,0.3558468994263276,0.46681389565627596,-0.11096699622994838
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.3153144329633542,0.41771831077529625,-0.10240387781194205
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MIDBODY_ABSCISSION,0.3720798714664413,0.4876403036220465,-0.11556043215560524
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ORGANELLE_FISSION,0.36254062200009535,0.4628280808234966,-0.10028745882340123
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,0.34595103433802377,0.44666306652903026,-0.1007120321910065
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME,0.40044852476133774,0.49049979708748453,-0.09005127232614679
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,0.38540833703791266,0.5055161032357138,-0.12010776619780117
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DNA_REPLICATION_INITIATION,0.381398638666417,0.4870906517747912,-0.10569201310837423
GSE136831,macrophages,Macrophage_Alveolar,GOBP_COPII_COATED_VESICLE_CARGO_LOADING,0.32628533767611545,0.43038130061648067,-0.10409596294036522
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELL_REDOX_HOMEOSTASIS,0.35108282856036843,0.4660973035900659,-0.11501447502969747
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_SPINDLE_ORGANIZATION,0.3699281265151437,0.46441805084567306,-0.09448992433052938
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELL_CYCLE_DNA_REPLICATION,0.36771482130559374,0.4646717512491505,-0.09695692994355676
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DNA_REPLICATION,0.3650706999382115,0.4636469771523637,-0.09857627721415219
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,0.36619813634347964,0.4594399576838531,-0.09324182134037345
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS,0.36489402307830787,0.47366376549978134,-0.10876974242147347
GSE136831,macrophages,Macrophage_Alveolar,GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,0.3499836286651036,0.4577396760941834,-0.10775604742907985
GSE136831,macrophages,Macrophage_Alveolar,GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.306175646305431,0.4262673579237534,-0.12009171161832244
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS,0.34567040478970085,0.43494145045722266,-0.08927104566752181
GSE136831,macrophages,Macrophage_Alveolar,GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,0.356552939283238,0.45397713984222704,-0.09742420055898904
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY,0.3792906197066491,0.4761926258036336,-0.09690200609698446
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RESPIRATORY_BURST,0.3818589522346735,0.49141439777055096,-0.10955544553587748
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PEPTIDYL_CYSTEINE_MODIFICATION,0.3401813255317915,0.42789521150668053,-0.08771388597488905
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.3612532941388451,0.4627346926522564,-0.10148139851341131
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_SPINDLE_ASSEMBLY,0.3661699519421928,0.4604739273871683,-0.09430397544497549
GSE136831,macrophages,Macrophage_Alveolar,GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.3510120239727637,0.4752671322965313,-0.12425510832376757
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DNA_STRAND_ELONGATION,0.37739384194941883,0.4837176327531595,-0.10632379080374066
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,0.34192261350446423,0.44782383626838423,-0.10590122276392
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,0.3423322836138489,0.44661888825590207,-0.1042866046420532
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,0.33378103927638536,0.4524498247022023,-0.11866878542581694
GSE136831,macrophages,Macrophage_Alveolar,GOBP_TRICARBOXYLIC_ACID_CYCLE,0.3637060354546511,0.48744063800185816,-0.12373460254720708
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.34568026601634905,0.4514859942044144,-0.10580572818806533
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,0.3574100443264014,0.4586798416182333,-0.10126979729183189
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II,0.3277237651106055,0.41357805477549764,-0.08585428966489211
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.3192258375253926,0.4217600584478205,-0.10253422092242792
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_DNA_REPLICATION,0.36476927005054527,0.4571810086505748,-0.09241173860002955
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.26756852443624124,0.39407509957639625,-0.126506575140155
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MEIOTIC_SPINDLE_ORGANIZATION,0.3454238655366736,0.44043514393468153,-0.09501127839800794
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,0.3773482141316359,0.4799196974646441,-0.1025714833330082
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_CYCLASE_ACTIVITY,0.36106302930785733,0.46782236093102864,-0.1067593316231713
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,0.27946766713075377,0.37780248653831744,-0.09833481940756367
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,0.2454955079667084,0.3246862051034837,-0.07919069713677532
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.3326793618982544,0.42561884007135803,-0.0929394781731036
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT,0.34947101862520175,0.4217274180515478,-0.07225639942634604
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MICROTUBULE_ANCHORING,0.3568585912156833,0.460503099096304,-0.10364450788062068
GSE136831,macrophages,Macrophage_Alveolar,GOBP_HUMORAL_IMMUNE_RESPONSE,0.39366876575977494,0.49578940692300866,-0.10212064116323372
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,0.3690053259057062,0.48625780509726796,-0.11725247919156173
GSE136831,macrophages,Macrophage_Alveolar,GOBP_COLLAGEN_CATABOLIC_PROCESS,0.305012406991374,0.4380548871283168,-0.1330424801369428
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MATERNAL_PLACENTA_DEVELOPMENT,0.24126288834006604,0.4040357893471839,-0.1627729010071179
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,0.3311218888822165,0.4167761694165658,-0.08565428053434931
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.3852279829751159,0.5022037775213649,-0.11697579454624901
GSE136831,macrophages,Macrophage_Alveolar,GOBP_STEROL_BIOSYNTHETIC_PROCESS,0.3190146198531507,0.44784147587932815,-0.12882685602617744
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DNA_CONFORMATION_CHANGE,0.35833901789460554,0.45333592550816104,-0.0949969076135555
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION,0.34069425746682136,0.44733794730347765,-0.10664368983665629
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,0.3276822070031018,0.44018947554779553,-0.11250726854469373
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NUCLEOSIDE_METABOLIC_PROCESS,0.3309966702086964,0.4239652003394498,-0.0929685301307534
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,0.3378571699649586,0.4300340241914774,-0.09217685422651878
GSE136831,macrophages,Macrophage_Alveolar,GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS,0.32241799165967155,0.431909634473612,-0.10949164281394047
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CYTOKINESIS,0.3616007408010309,0.46696169833359674,-0.10536095753256586
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DENDRITIC_CELL_CHEMOTAXIS,0.29704425025314757,0.38831324075554713,-0.09126899050239956
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MITOCHONDRION_ORGANIZATION,0.3563956563719669,0.4743523407449098,-0.11795668437294288
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,0.3499181322631635,0.4502931086580449,-0.10037497639488141
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,0.35294068540558465,0.44710888771436075,-0.0941682023087761
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_CYTOKINESIS,0.3700439161693705,0.4760088661588642,-0.10596494998949368
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,0.37389298062039067,0.4868542789268204,-0.11296129830642976
GSE136831,macrophages,Macrophage_Alveolar,GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION,0.3256700406109471,0.4101697003197068,-0.08449965970875967
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTEIN_NEDDYLATION,0.3263251610882031,0.40644444339225816,-0.08011928230405507
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,0.34301935891304525,0.4209375856687827,-0.07791822675573745
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,0.33653554905671357,0.4331874302888972,-0.09665188123218366
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,0.3436278720440451,0.4505148332685749,-0.10688696122452979
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX,0.38592213351051813,0.5079255944314112,-0.12200346092089304
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,0.3773460804295026,0.4913561645815529,-0.11401008415205033
GSE136831,macrophages,Macrophage_Alveolar,GOBP_RESPONSE_TO_CHEMOKINE,0.3514500528746586,0.42635650173953904,-0.07490644886488046
GSE136831,macrophages,Macrophage_Alveolar,GOBP_SPINDLE_ASSEMBLY,0.3578651160011336,0.45237551790994035,-0.09451040190880677
GSE136831,macrophages,Macrophage_Alveolar,GOBP_KINETOCHORE_ORGANIZATION,0.3909194131288573,0.47398281965674344,-0.08306340652788613
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.35427936407097355,0.4514331738114528,-0.09715380974047927
GSE136831,macrophages,Macrophage_Alveolar,GOBP_AMP_METABOLIC_PROCESS,0.30206781874719146,0.41006187351078516,-0.1079940547635937
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE,0.34752763593157876,0.4512174495550041,-0.10368981362342533
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MEMBRANE_BIOGENESIS,0.3354578382452535,0.4391713677878149,-0.10371352954256141
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,0.38560132238661105,0.5060574368668738,-0.12045611448026272
GSE136831,macrophages,Macrophage_Alveolar,GOBP_SPINDLE_ORGANIZATION,0.36357380602116685,0.45656665117283374,-0.09299284515166689
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MATURATION_OF_LSU_RRNA,0.3282101060247505,0.42743461479076283,-0.09922450876601235
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,0.3483374470016874,0.45697621430783675,-0.10863876730614935
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELL_CYCLE_PHASE_TRANSITION,0.34663135804981143,0.45293766010452785,-0.10630630205471642
GSE136831,macrophages,Macrophage_Alveolar,GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,0.2753854908231882,0.40322597153289513,-0.12784048070970694
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MEIOTIC_CHROMOSOME_SEGREGATION,0.358719504489947,0.4592626835640979,-0.10054317907415089
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_EXIT_FROM_MITOSIS,0.33378367539337434,0.47428972802760183,-0.1405060526342275
GSE136831,macrophages,Macrophage_Alveolar,GOBP_GLUTATHIONE_METABOLIC_PROCESS,0.3456766808606843,0.4434167545430396,-0.09774007368235527
GSE136831,macrophages,Macrophage_Alveolar,GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.3583715349005475,0.45595921001716205,-0.09758767511661454
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.34323819038632775,0.4398765482326,-0.09663835784627223
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.35500931980108447,0.4772001050981653,-0.12219078529708083
GSE136831,macrophages,Macrophage_Alveolar,GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.3511538106122644,0.43877220932677935,-0.08761839871451493
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.34106334625345236,0.4601932192430215,-0.11912987298956912
GSE136831,macrophages,Macrophage_Alveolar,GOBP_COLLAGEN_METABOLIC_PROCESS,0.3229139079858502,0.4445401810049188,-0.12162627301906864
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,0.3573561642390013,0.4540967092880256,-0.0967405450490243
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE,0.3247332235337578,0.43035836929620386,-0.10562514576244608
GSE136831,macrophages,Macrophage_Alveolar,GOBP_LUNG_CELL_DIFFERENTIATION,0.35918231316519456,0.44808404424266574,-0.08890173107747118
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,0.355913657920374,0.4600698631609829,-0.10415620524060892
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DECIDUALIZATION,0.23382446899074183,0.3994837849281681,-0.16565931593742628
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,0.3995231126690107,0.5137001649445513,-0.11417705227554059
GSE136831,macrophages,Macrophage_Alveolar,GOBP_MEMBRANE_RAFT_ORGANIZATION,0.34387819050157414,0.460066880437862,-0.11618868993628784
GSE136831,macrophages,Macrophage_Alveolar,GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,0.33391711905981514,0.4231294417855107,-0.08921232272569557
GSE136831,macrophages,Macrophage_Alveolar,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.33152896079455035,0.47024906072144046,-0.1387200999268901
GSE136831,macrophages,Macrophage_Alveolar,GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,0.3323511370201079,0.4405977594845374,-0.10824662246442951
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ACTIN_NUCLEATION,0.32513860209753215,0.43705011402166455,-0.1119115119241324
GSE136831,macrophages,Macrophage_Alveolar,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,0.39328145652724417,0.5134972230395637,-0.12021576651231952
GSE136831,macrophages,Macrophage_Alveolar,GOBP_GRANULOCYTE_CHEMOTAXIS,0.37607111629759543,0.4649922345193208,-0.08892111822172538
GSE136831,macrophages,Macrophage_Alveolar,GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,0.32841548920065183,0.44246626904712383,-0.114050779846472
GSE136831,macrophages,Macrophage_Alveolar,GOBP_GRANULOCYTE_MIGRATION,0.3741574073995086,0.46434393763466203,-0.09018653023515344
GSE136831,macrophages,Macrophage_Alveolar,GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,0.33363345596817,0.41483494631898205,-0.08120149035081203
GSE136831,macrophages,Macrophage_Alveolar,GOBP_PLATELET_AGGREGATION,0.3582186907639777,0.45276834918286174,-0.09454965841888402
GSE135893,AT2,AT2,HALLMARK_COAGULATION,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_ANGIOGENESIS,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_MYOGENESIS,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_P53_PATHWAY,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_ANDROGEN_RESPONSE,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_ESTROGEN_RESPONSE_EARLY,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_COMPLEMENT,1.0,1.0,0.0
GSE135893,AT2,AT2,HALLMARK_ALLOGRAFT_REJECTION,1.0,1.0,0.0
GSE135893,fibroblasts,Fibroblasts,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.11190186476483162,0.5217195200627472,-0.40981765529791564
GSE135893,fibroblasts,Fibroblasts,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.14509340447954394,0.5885760172804083,-0.4434826128008644
GSE135893,fibroblasts,Fibroblasts,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10096327317843436,0.5774005678023421,-0.4764372946239077
GSE135893,fibroblasts,Fibroblasts,HALLMARK_INFLAMMATORY_RESPONSE,0.10345103108687895,0.5255605108298226,-0.42210947974294366
GSE135893,fibroblasts,Fibroblasts,HALLMARK_XENOBIOTIC_METABOLISM,0.1495078871278627,0.5758907499273304,-0.4263828627994677
GSE135893,fibroblasts,Fibroblasts,HALLMARK_APICAL_JUNCTION,0.08944023143040271,0.501084910262617,-0.41164467883221434
GSE135893,fibroblasts,Fibroblasts,GOBP_CYTOPLASMIC_TRANSLATION,0.11523260086659197,0.4791298415269723,-0.3638972406603803
GSE135893,fibroblasts,Fibroblasts,GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,0.1906614134568321,0.705427895274203,-0.514766481817371
GSE135893,fibroblasts,Fibroblasts,GOBP_FOAM_CELL_DIFFERENTIATION,0.1810031628133413,0.6909456206141021,-0.5099424578007609
GSE135893,fibroblasts,Fibroblasts,GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,0.16736638935530884,0.6452155015578507,-0.47784911220254184
GSE135893,fibroblasts,Fibroblasts,GOBP_REGULATION_OF_LIPID_STORAGE,0.15724070159801237,0.6184479133741819,-0.4612072117761695
GSE135893,fibroblasts,Fibroblasts,GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY,0.2738720634716602,0.6986310876112181,-0.42475902413955785
GSE135893,fibroblasts,Fibroblasts,GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,0.16392792112676105,0.5804686226494201,-0.4165407015226591
GSE135893,fibroblasts,Fibroblasts,GOBP_COLLAGEN_FIBRIL_ORGANIZATION,0.09682621032925978,0.5897394512411712,-0.49291324091191147
