cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,200,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.1039453125,True,
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,200,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08966346153846155,True,
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,95,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.1125,True,
GSE300288,GSM9057720,retained_mouse_library,NNK_model,3mo_post_NNK,Control IgG,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,95,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07753036437246963,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,182,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09031593406593406,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,AT1_like,182,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07813820794590026,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,39,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.1171875,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",17,mixed_AT2_AT1_alveolar,39,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08234714003944774,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,182,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.09078811813186813,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,AT1_like,182,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.07903634826711749,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,39,Han_ISR_source_symbols,source_supplementary_table_full_symbol_list,128,129,0.9922480620155039,0.11298076923076922,True,
GSE300288,GSM9057721,retained_mouse_library,NNK_model,3mo_post_NNK,anti-IL-1β,"source-verified mouse library; independent broad annotation, KAC not assigned",29,mixed_AT2_AT1_alveolar,39,Han_ISR_without_HPCS_ADI_or_operational_markers,specificity_sensitivity_removed_shared_genes,104,105,0.9904761904761905,0.08308678500986194,True,
