class_key	mouse	human
52131540	Marveld2	MARVELD2
52139091	Marveld3	MARVELD3
52133552	Masp2	MASP2
52131106	Mast1	MAST1
52131834	Mast2	MAST2
52131475	Mast3	MAST3
52142995	Mast4	MAST4
52131810	Mastl	MASTL
52129656	Mat2a	MAT2A
52129520	Mat2b	MAT2B
52134714	Matk	MATK
52142997	Matn2	MATN2
52131555	Matn4	MATN4
52142998	Matr3	MATR3
52133578	Mau2	MAU2
52137259	Mavs	MAVS
52128468	Max	MAX
52134127	Maz	MAZ
52139008	Mb	MB
52132385	Mb21d2	MB21D2
52129442	Mbd1	MBD1
52136722	Mbd2	MBD2
52126335	Mbd3	MBD3
52139803	Mbd4	MBD4
52138349	Mbd5	MBD5
52139937	Mbd6	MBD6
52128301	Mbip	MBIP
52140635	Mblac1	MBLAC1
52135066	Mblac2	MBLAC2
52138268	Mbnl1	MBNL1
52130304	Mbnl2	MBNL2
52140331	Mbnl3	MBNL3
52129266	Mboat1	MBOAT1
52132387	Mboat2	MBOAT2
52130726	Mboat4	MBOAT4
52132218	Mboat7	MBOAT7
52126268	Mbp	MBP
52131989	Mbtd1	MBTD1
52130735	Mbtps1	MBTPS1
52129008	Mbtps2	MBTPS2
52139771	Mc1r	MC1R
52126809	Mcam	MCAM
52143000	Mcat	MCAT
52140859	Mcc	MCC
52135576	Mccc1	MCCC1
52135639	Mccc2	MCCC2
52137874	Mcee	MCEE
52132389	Mcf2l	MCF2L
52130945	Mcfd2	MCFD2
52130760	Mchr1	MCHR1
52128992	Mcl1	MCL1
52134335	Mcm10	MCM10
52143002	Mcm2	MCM2
52128156	Mcm3	MCM3
52139908	Mcm3ap	MCM3AP
52126090	Mcm4	MCM4
52132391	Mcm5	MCM5
52126577	Mcm6	MCM6
52126995	Mcm7	MCM7
52140729	Mcm8	MCM8
52132392	Mcm9	MCM9
52125863	Mcmbp	MCMBP
52139767	Mcmdc2	MCMDC2
52132393	Mcoln1	MCOLN1
52138690	Mcoln2	MCOLN2
52131952	Mcoln3	MCOLN3
52138036	Mcph1	MCPH1
52137313	Mcrs1	MCRS1
52135852	Mctp1	MCTP1
52131743	Mctp2	MCTP2
52138787	Mcts1	MCTS1
52126713	Mcu	MCU
52132397	Mcur1	MCUR1
52132013	Mdc1	MDC1
52131957	Mdfi	MDFI
52134585	Mdfic	MDFIC
52143004	Mdga1	MDGA1
52130014	Mdh1	MDH1
52137284	Mdh2	MDH2
52126439	Mdk	MDK
52128271	Mdm2	MDM2
52136647	Mdm4	MDM4
52135820	Mdn1	MDN1
52135849	Mdp1	MDP1
52138138	Me1	ME1
52137433	Me2	ME2
52131863	Me3	ME3
52133868	Mea1	MEA1
52130239	Meaf6	MEAF6
52128309	Mecom	MECOM
52137345	Mecp2	MECP2
52137689	Mecr	MECR
52134845	Med1	MED1
52133125	Med10	MED10
52140434	Med11	MED11
52132132	Med12	MED12
52132131	Med12l	MED12L
52129459	Med13	MED13
52143005	Med13l	MED13L
52127218	Med14	MED14
52129993	Med15	MED15
52129352	Med16	MED16
52127221	Med17	MED17
52138942	Med18	MED18
52132203	Med19	MED19
52136341	Med20	MED20
52130348	Med21	MED21
52136117	Med22	MED22
52127219	Med23	MED23
52127217	Med24	MED24
52138890	Med25	MED25
52137155	Med26	MED26
52127220	Med27	MED27
52137083	Med28	MED28
52126970	Med29	MED29
52136274	Med30	MED30
52128348	Med31	MED31
52137769	Med4	MED4
52128405	Med6	MED6
52127222	Med7	MED7
52139160	Med8	MED8
52134783	Med9	MED9
52128259	Mef2a	MEF2A
52130981	Mef2c	MEF2C
52128260	Mef2d	MEF2D
52143007	Meg3	MEG3
52135409	Megf11	MEGF11
52132404	Megf6	MEGF6
52129057	Megf8	MEGF8
52140075	Megf9	MEGF9
52143009	Mei1	MEI1
52126237	Meis1	MEIS1
52128437	Meis2	MEIS2
52128997	Melk	MELK
52129831	Memo1	MEMO1
52132412	Men1	MEN1
52132414	Mep1a	MEP1A
52129873	Mep1b	MEP1B
52125709	Mepce	MEPCE
52132416	Mertk	MERTK
52132419	Mesp1	MESP1
52132420	Mesp2	MESP2
52127076	Met	MET
52129594	Metap1	METAP1
52132359	Metap1d	METAP1D
52132422	Metap2	METAP2
52132573	Metrn	METRN
52129611	Metrnl	METRNL
52137620	Mettl1	METTL1
52135229	Mettl13	METTL13
52139205	Mettl14	METTL14
52129842	Mettl16	METTL16
52132423	Mettl17	METTL17
52135097	Mettl18	METTL18
52137749	Mettl21a	METTL21A
52138637	Mettl22	METTL22
52131289	Mettl23	METTL23
52134072	Mettl24	METTL24
52135334	Mettl25	METTL25
52130283	Mettl3	METTL3
52143014	Mettl4	METTL4
52131559	Mettl5	METTL5
52138775	Mettl6	METTL6
52137594	Mettl8	METTL8
52131104	Mettl9	METTL9
52140783	Mex3a	MEX3A
52129282	Mex3b	MEX3B
52143015	Mex3c	MEX3C
52143016	Mex3d	MEX3D
52143017	Mfap3	MFAP3
52140651	Mfap3l	MFAP3L
52131334	Mff	MFF
52131361	Mfge8	MFGE8
52131915	Mfhas1	MFHAS1
52132435	Mfn1	MFN1
52132467	Mfn2	MFN2
52138054	Mfng	MFNG
52132438	Mfsd1	MFSD1
52137939	Mfsd11	MFSD11
52129716	Mfsd12	MFSD12
52132439	Mfsd2a	MFSD2A
52135816	Mfsd2b	MFSD2B
52130442	Mfsd6	MFSD6
52137460	Mfsd6l	MFSD6L
52131617	Mfsd8	MFSD8
52131564	Mga	MGA
52129707	Mgam	MGAM
52134035	Mgat1	MGAT1
52138425	Mgat2	MGAT2
52132455	Mgat3	MGAT3
52133903	Mgat4a	MGAT4A
52137014	Mgat4b	MGAT4B
52129033	Mgat4c	MGAT4C
52132456	Mgat5	MGAT5
52126637	Mgll	MGLL
52131907	Mgme1	MGME1
52140704	Mgmt	MGMT
52132468	Mgrn1	MGRN1
52132469	Mgst1	MGST1
52138045	Mgst2	MGST2
52132470	Mgst3	MGST3
52138635	Mia	MIA
52132471	Mia3	MIA3
52143021	Miat	MIAT
52126900	Mib1	MIB1
52139997	Mib2	MIB2
52138557	Mical1	MICAL1
52133497	Mical2	MICAL2
52132474	Micall1	MICALL1
52129685	Micall2	MICALL2
52138400	Micu1	MICU1
52128098	Micu2	MICU2
52128099	Micu3	MICU3
52133757	Mid1	MID1
52128248	Mid1ip1	MID1IP1
52136344	Mid2	MID2
52129241	Midn	MIDN
52131935	Mief1	MIEF1
52131813	Mief2	MIEF2
52126523	Mien1	MIEN1
52129902	Mier1	MIER1
52132475	Mier3	MIER3
52140309	Mif	MIF
52136043	Mif4gd	MIF4GD
52140809	Miip	MIIP
52143022	Milr1	MILR1
52132550	Mink1	MINK1
52132479	Minpp1	MINPP1
52138749	Mios	MIOS
52131403	Mipep	MIPEP
52143024	Mipol1	MIPOL1
52138973	Mis12	MIS12
52135188	Mis18a	MIS18A
52130437	Mis18bp1	MIS18BP1
52134582	Misp	MISP
52138772	Mitd1	MITD1
52132491	Mitf	MITF
52126298	Mki67	MKI67
52125704	Mkks	MKKS
52129543	Mkln1	MKLN1
52138553	Mknk1	MKNK1
52129931	Mknk2	MKNK2
52131029	Mkrn2	MKRN2
52130426	Mkrn3	MKRN3
52129519	Mks1	MKS1
52132051	Mkx	MKX
52140918	Mlana	MLANA
52135008	Mlec	MLEC
52131872	Mlf1	MLF1
52130129	Mlf2	MLF2
52139067	Mlh1	MLH1
52131876	Mlh3	MLH3
52131849	Mlip	MLIP
52143357	Mlkl	MLKL
52132502	Mllt1	MLLT1
52131134	Mllt10	MLLT10
52129366	Mllt11	MLLT11
52129440	Mllt3	MLLT3
52143358	Mllt6	MLLT6
52132504	Mlph	MLPH
52129947	Mlst8	MLST8
52131739	Mlx	MLX
52126950	Mlxip	MLXIP
52126949	Mlxipl	MLXIPL
52138468	Mlycd	MLYCD
52138528	Mmaa	MMAA
52135193	Mmab	MMAB
52129393	Mmachc	MMACHC
52132505	Mmadhc	MMADHC
52132987	Mmd	MMD
52132506	Mmd2	MMD2
52143359	Mme	MME
52140538	Mmel1	MMEL1
52136315	Mmgt1	MMGT1
52140206	Mmp11	MMP11
52143363	Mmp12	MMP12
52126357	Mmp14	MMP14
52137100	Mmp15	MMP15
52134575	Mmp16	MMP16
52132507	Mmp17	MMP17
52139673	Mmp19	MMP19
52132509	Mmp20	MMP20
52130295	Mmp23	MMP23B
52134484	Mmp24	MMP24
52133799	Mmp28	MMP28
52132508	Mmp7	MMP7
52128153	Mmrn2	MMRN2
52140676	Mms19	MMS19
52129531	Mms22l	MMS22L
52129777	Mn1	MN1
52137497	Mnat1	MNAT1
52137451	Mnd1	MND1
52133459	Mns1	MNS1
52132512	Mnt	MNT
52130861	Mnx1	MNX1
52132384	Mob1a	MOB1A
52126434	Mob1b	MOB1B
52138074	Mob2	MOB2
52129567	Mob3a	MOB3A
52143373	Mob3b	MOB3B
52132514	Mob3c	MOB3C
52132515	Mob4	MOB4
52131684	Mocos	MOCOS
52140787	Mocs1	MOCS1
52133830	Mocs2	MOCS2
52138724	Mocs3	MOCS3
52132453	Mogat1	MOGAT1
52132002	Mogs	MOGS
52138452	Mon1a	MON1A
52129513	Mon1b	MON1B
52129309	Mon2	MON2
52143377	Morc1	MORC1
52129017	Morc3	MORC3
52143378	Morc4	MORC4
52143379	Morf4l1	MORF4L1
52143380	Morf4l2	MORF4L2
52143381	Morn1	MORN1
52138134	Morn2	MORN2
52137932	Morn4	MORN4
52137016	Mospd1	MOSPD1
52137034	Mospd2	MOSPD2
52143382	Mospd3	MOSPD3
52128519	Mov10	MOV10
52130246	Moxd1	MOXD1
52139528	Mpc1	MPC1
52125824	Mpc2	MPC2
52128778	Mpdu1	MPDU1
52138469	Mpg	MPG
52129172	Mphosph10	MPHOSPH10
52137437	Mphosph6	MPHOSPH6
52129432	Mphosph8	MPHOSPH8
52143384	Mphosph9	MPHOSPH9
52131626	Mpi	MPI
52130198	Mpnd	MPND
52126678	Mpp1	MPP1
52132522	Mpp2	MPP2
52132523	Mpp3	MPP3
52134869	Mpp4	MPP4
52127497	Mpp7	MPP7
52137857	Mppe1	MPPE1
52125827	Mpped2	MPPED2
52131911	Mprip	MPRIP
52125043	Mpst	MPST
52133381	Mpv17	MPV17
52137584	Mpv17l2	MPV17L2
52132938	Mpz	MPZ
52143387	Mpzl1	MPZL1
52126590	Mpzl2	MPZL2
52130937	Mpzl3	MPZL3
52132269	Mr1	MR1
52132533	Mras	MRAS
52131338	Mrc1	MRC1
52129436	Mre11a	MRE11
52137334	Mreg	MREG
52125908	Mrgbp	MRGBP
52138582	Mri1	MRI1
52135187	Mrm1	MRM1
52143412	Mro	MRO
52130879	Mroh1	MROH1
52143413	Mroh2a	MROH2A
52143419	Mroh7	MROH7
52143420	Mroh8	MROH8
52135642	Mrpl1	MRPL1
52137905	Mrpl10	MRPL10
52139541	Mrpl11	MRPL11
52137654	Mrpl13	MRPL13
52138841	Mrpl14	MRPL14
52139562	Mrpl15	MRPL15
52139373	Mrpl16	MRPL16
52137595	Mrpl17	MRPL17
52138205	Mrpl18	MRPL18
52137360	Mrpl19	MRPL19
52131449	Mrpl2	MRPL2
52136684	Mrpl20	MRPL20
52138194	Mrpl21	MRPL21
52138552	Mrpl22	MRPL22
52139308	Mrpl23	MRPL23
52139526	Mrpl24	MRPL24
52137868	Mrpl27	MRPL27
52136714	Mrpl28	MRPL28
52130230	Mrpl3	MRPL3
52137846	Mrpl30	MRPL30
52138177	Mrpl32	MRPL32
52131478	Mrpl33	MRPL33
52131393	Mrpl34	MRPL34
52138232	Mrpl35	MRPL35
52135470	Mrpl36	MRPL36
52131365	Mrpl37	MRPL37
52139289	Mrpl38	MRPL38
52128399	Mrpl39	MRPL39
52135400	Mrpl4	MRPL4
52130194	Mrpl40	MRPL40
52137878	Mrpl41	MRPL41
52143422	Mrpl42	MRPL42
52139520	Mrpl43	MRPL43
52137967	Mrpl44	MRPL44
52138828	Mrpl45	MRPL45
52130400	Mrpl46	MRPL46
52131046	Mrpl47	MRPL47
52131571	Mrpl48	MRPL48
52132003	Mrpl49	MRPL49
52143423	Mrpl50	MRPL50
52134552	Mrpl51	MRPL51
52140584	Mrpl52	MRPL52
52135884	Mrpl54	MRPL54
52143424	Mrpl55	MRPL55
52131395	Mrpl9	MRPL9
52131477	Mrps10	MRPS10
52133511	Mrps11	MRPS11
52135158	Mrps12	MRPS12
52138230	Mrps14	MRPS14
52139564	Mrps15	MRPS15
52129885	Mrps16	MRPS16
52137673	Mrps17	MRPS17
52133877	Mrps18a	MRPS18A
52137282	Mrps18b	MRPS18B
52134747	Mrps18c	MRPS18C
52138372	Mrps2	MRPS2
52138478	Mrps21	MRPS21
52138497	Mrps22	MRPS22
52136668	Mrps23	MRPS23
52137870	Mrps24	MRPS24
52137782	Mrps25	MRPS25
52139523	Mrps26	MRPS26
52137439	Mrps27	MRPS27
52138113	Mrps28	MRPS28
52131444	Mrps30	MRPS30
52128972	Mrps31	MRPS31
52137726	Mrps33	MRPS33
52128419	Mrps34	MRPS34
52131355	Mrps35	MRPS35
52138235	Mrps5	MRPS5
52138199	Mrps6	MRPS6
52137774	Mrps7	MRPS7
52138149	Mrps9	MRPS9
52139359	Mrrf	MRRF
52143425	Mrs2	MRS2
52128996	Mrto4	MRTO4
52132548	Ms4a1	MS4A1
52132543	Ms4a15	MS4A15
52135088	Ms4a7	MS4A7
52129628	Ms4a8a	MS4A8
52140776	Msantd1	MSANTD1
52143427	Msantd2	MSANTD2
52143428	Msantd3	MSANTD3
52140735	Msantd4	MSANTD4
52136974	Msh2	MSH2
52135631	Msh3	MSH3
52134804	Msh5	MSH5
52126304	Msh6	MSH6
52126510	Msi1	MSI1
52126545	Msi2	MSI2
52129650	Msl1	MSL1
52129047	Msl2	MSL2
52143444	Msl3	MSL3
52135956	Mslnl	MSLNL
52132517	Msn	MSN
52132551	Msra	MSRA
52126518	Msrb1	MSRB1
52139301	Msrb2	MSRB2
52139633	Mss51	MSS51
52132552	Mst1r	MST1R
52137232	Msto1	MSTO1
52126390	Msx1	MSX1
52143472	Mt3	MT3
52135903	Mta1	MTA1
52137145	Mta2	MTA2
52130321	Mta3	MTA3
52139037	Mtap	MTAP
52140708	Mtbp	MTBP
52143473	Mtch1	MTCH1
52128232	Mtch2	MTCH2
52132315	Mtdh	MTDH
52132558	Mtf1	MTF1
52136627	Mtf2	MTF2
52138098	Mtfmt	MTFMT
52138947	Mtfp1	MTFP1
52126109	Mtfr1	MTFR1
52128629	Mtfr1l	MTFR1L
52129118	Mtfr2	MTFR2
52130810	Mtg1	MTG1
52129181	Mtg2	MTG2
52126303	Mthfd1	MTHFD1
52130350	Mthfd1l	MTHFD1L
52136833	Mthfd2	MTHFD2
52137192	Mthfd2l	MTHFD2L
52128475	Mthfr	MTHFR
52129453	Mthfsd	MTHFSD
52128951	Mtif2	MTIF2
52129657	Mtif3	MTIF3
52128789	Mtm1	MTM1
52132564	Mtmr1	MTMR1
52136965	Mtmr10	MTMR10
52137307	Mtmr11	MTMR11
52132000	Mtmr12	MTMR12
52129293	Mtmr14	MTMR14
52138263	Mtmr2	MTMR2
52134779	Mtmr3	MTMR3
52138907	Mtmr4	MTMR4
52137182	Mtmr6	MTMR6
52132565	Mtmr7	MTMR7
52135093	Mtmr9	MTMR9
52138380	Mto1	MTO1
52130476	Mtor	MTOR
52136389	Mtpap	MTPAP
52136650	Mtpn	MTPN
52126587	Mtr	MTR
52137919	Mtrf1	MTRF1
52143479	Mtrf1l	MTRF1L
52140540	Mtrr	MTRR
52135611	Mtss1	MTSS1
52132572	Mttp	MTTP
52128413	Mtus1	MTUS1
52132574	Mtus2	MTUS2
52132576	Mtx1	MTX1
52129204	Mtx2	MTX2
52137644	Mtx3	MTX3
52143481	Muc1	MUC1
52140841	Muc13	MUC13
52143485	Muc20	MUC20
52143487	Muc4	MUC4
52131744	Mul1	MUL1
52137017	Mus81	MUS81
52134491	Mutyh	MUTYH
52133777	Mvb12a	MVB12A
52128556	Mvb12b	MVB12B
52132582	Mvd	MVD
52137575	Mvk	MVK
52126568	Mvp	MVP
52132327	Mxd1	MXD1
52132328	Mxd3	MXD3
52143492	Mxd4	MXD4
52128256	Mxi1	MXI1
52140839	Mxra7	MXRA7
52130248	Mxra8	MXRA8
52135876	Myadm	MYADM
52127083	Myb	MYB
52126420	Mybbp1a	MYBBP1A
52131856	Mybl1	MYBL1
52125791	Mybl2	MYBL2
52131543	Mybpc2	MYBPC2
52130955	Mybpc3	MYBPC3
52143494	Mybphl	MYBPHL
52127084	Myc	MYC
52138093	Mycbp	MYCBP
52128219	Mycbp2	MYCBP2
52140328	Mycbpap	MYCBPAP
52137593	Myd88	MYD88
52138023	Myef2	MYEF2
52132733	Myh10	MYH10
52133899	Myh14	MYH14
52132585	Myh7b	MYH7B
52128931	Myh9	MYH9
52143497	Myl12a	MYL12A
52131537	Myl4	MYL4
52128691	Myl6	MYL6
52128690	Myl6b	MYL6B
52127077	Myl7	MYL7
52132498	Myl9	MYL9
52132480	Mylip	MYLIP
52130220	Mylk	MYLK
52126042	Mylk3	MYLK3
52137107	Mynn	MYNN
52132586	Myo10	MYO10
52135878	Myo15b	MYO15B
52132588	Myo18a	MYO18A
52143500	Myo19	MYO19
52143501	Myo1a	MYO1A
52132589	Myo1b	MYO1B
52130281	Myo1c	MYO1C
52134769	Myo1d	MYO1D
52132590	Myo1e	MYO1E
52135404	Myo1f	MYO1F
52132594	Myo1g	MYO1G
52135191	Myo1h	MYO1H
52135430	Myo3b	MYO3B
52131870	Myo5a	MYO5A
52126126	Myo5b	MYO5B
52143502	Myo5c	MYO5C
52133416	Myo6	MYO6
52132370	Myo7a	MYO7A
52135476	Myo7b	MYO7B
52131922	Myo9a	MYO9A
52143503	Myo9b	MYO9B
52138878	Myof	MYOF
52140290	Myom1	MYOM1
52140287	Myom3	MYOM3
52139252	Myoz1	MYOZ1
52143506	Mypop	MYPOP
52125869	Myrf	MYRF
52143507	Myrfl	MYRFL
52132597	Myrip	MYRIP
52131897	Mysm1	MYSM1
52129331	Myt1	MYT1
52143508	Mzb1	MZB1
52143509	Mzf1	MZF1
52133971	Mzt1	MZT1
52137176	N4bp1	N4BP1
52138209	N4bp2	N4BP2
52143510	N4bp2l1	N4BP2L1
52135503	N4bp2l2	N4BP2L2
52134876	N4bp3	N4BP3
52125477	Naa10	NAA10
52129919	Naa15	NAA15
52143511	Naa16	NAA16
52131838	Naa20	NAA20
52131697	Naa25	NAA25
52138638	Naa30	NAA30
52128106	Naa35	NAA35
52130096	Naa38	NAA38
52129467	Naa40	NAA40
52132348	Naa50	NAA50
52131665	Naa60	NAA60
52143513	Naaa	NAAA
52134372	Naaladl1	NAALADL1
52132604	Nab1	NAB1
52138568	Nab2	NAB2
52129544	Nabp1	NABP1
52134826	Nabp2	NABP2
52131295	Naca	NACA
52131098	Nacc1	NACC1
52143516	Nacc2	NACC2
52131360	Nadk	NADK
52132607	Nadk2	NADK2
52138487	Nadsyn1	NADSYN1
52125463	Nae1	NAE1
52129662	Naf1	NAF1
52138019	Naga	NAGA
52138532	Nagk	NAGK
52140493	Naglu	NAGLU
52138492	Nagpa	NAGPA
52140772	Nags	NAGS
52134692	Naif1	NAIF1
52131502	Nampt	NAMPT
52129048	Nanos1	NANOS1
52126533	Nanos3	NANOS3
52137814	Nanp	NANP
52129016	Nans	NANS
52126527	Nap1l1	NAP1L1
52143523	Nap1l3	NAP1L3
52126638	Nap1l4	NAP1L4
52143524	Nap1l5	NAP1L5
52125368	Napa	NAPA
52125738	Napb	NAPB
52129529	Napepld	NAPEPLD
52129941	Napg	NAPG
52128489	Napsa	NAPSA
52128337	Narf	NARF
52138153	Nars2	NARS2
52137125	Nasp	NASP
52139047	Nat10	NAT10
52138156	Nat14	NAT14
52129790	Nat9	NAT9
52131933	Nav2	NAV2
52134375	Nbas	NBAS
52131583	Nbea	NBEA
52139589	Nbeal1	NBEAL1
52134672	Nbeal2	NBEAL2
52131481	Nbn	NBN
52128524	Nbr1	NBR1
52132620	Ncald	NCALD
52132621	Ncam2	NCAM2
52126020	Ncapd2	NCAPD2
52131081	Ncapd3	NCAPD3
52131819	Ncapg	NCAPG
52131093	Ncapg2	NCAPG2
52135911	Ncaph	NCAPH
52135252	Ncaph2	NCAPH2
52143526	Ncbp1	NCBP1
52132622	Nccrp1	NCCRP1
52140119	Ncdn	NCDN
52132623	Nceh1	NCEH1
52132956	Ncf2	NCF2
52132948	Ncf4	NCF4
52132624	Nck1	NCK1
52129697	Nck2	NCK2
52135385	Nckap1	NCKAP1
52138595	Nckap1l	NCKAP1L
52143527	Nckap5	NCKAP5
52129056	Nckap5l	NCKAP5L
52140789	Nckipsd	NCKIPSD
52132266	Ncln	NCLN
52135350	Ncmap	NCMAP
52127488	Ncoa1	NCOA1
52130787	Ncoa2	NCOA2
52133516	Ncoa3	NCOA3
52132625	Ncoa4	NCOA4
52139423	Ncoa5	NCOA5
52130611	Ncoa6	NCOA6
52143528	Ncoa7	NCOA7
52132626	Ncor1	NCOR1
52130589	Ncor2	NCOR2
52140890	Ncr1	NCR1
52128448	Ncs1	NCS1
52139951	Ncstn	NCSTN
52136319	Ndc1	NDC1
52130881	Ndc80	NDC80
52129101	Nde1	NDE1
52137207	Ndel1	NDEL1
52136999	Ndfip1	NDFIP1
52136705	Ndfip2	NDFIP2
52137043	Ndor1	NDOR1
52126570	Ndrg1	NDRG1
52131461	Ndrg2	NDRG2
52129219	Ndrg3	NDRG3
52130165	Ndst1	NDST1
52132010	Ndst2	NDST2
52139314	Ndufa1	NDUFA1
52136840	Ndufa10	NDUFA10
52139085	Ndufa11	NDUFA11
52135170	Ndufa12	NDUFA12
52139104	Ndufa13	NDUFA13
52137872	Ndufa2	NDUFA2
52137422	Ndufa3	NDUFA3
52137980	Ndufa5	NDUFA5
52138871	Ndufa6	NDUFA6
52139560	Ndufa7	NDUFA7
52139111	Ndufa8	NDUFA8
52132637	Ndufa9	NDUFA9
52132638	Ndufab1	NDUFAB1
52130334	Ndufaf1	NDUFAF1
52132635	Ndufaf2	NDUFAF2
52129226	Ndufaf3	NDUFAF3
52131975	Ndufaf4	NDUFAF4
52138463	Ndufaf5	NDUFAF5
52130583	Ndufaf6	NDUFAF6
52138278	Ndufaf7	NDUFAF7
52139114	Ndufb10	NDUFB10
52136938	Ndufb2	NDUFB2
52135826	Ndufb3	NDUFB3
52130920	Ndufb5	NDUFB5
52139150	Ndufb6	NDUFB6
52139255	Ndufb7	NDUFB7
52132634	Ndufb8	NDUFB8
52136748	Ndufb9	NDUFB9
52132259	Ndufc1	NDUFC1
52136816	Ndufs1	NDUFS1
52143533	Ndufs2	NDUFS2
52137903	Ndufs3	NDUFS3
52137862	Ndufs4	NDUFS4
52137816	Ndufs5	NDUFS5
52137641	Ndufs6	NDUFS6
52143534	Ndufs7	NDUFS7
52132639	Ndufs8	NDUFS8
52136968	Ndufv1	NDUFV1
52139120	Ndufv2	NDUFV2
52137351	Ndufv3	NDUFV3
52143535	Neat1	NEAT1
52143536	Nebl	NEBL
52131490	Necab2	NECAB2
52135349	Necab3	NECAB3
52139108	Necap1	NECAP1
52137746	Necap2	NECAP2
52129069	Nedd1	NEDD1
52134743	Nedd4	NEDD4
52132642	Nedd4l	NEDD4L
52134011	Nedd8	NEDD8
52129471	Nedd9	NEDD9
52143538	Nefh	NEFH
52132644	Nefl	NEFL
52132645	Nefm	NEFM
52138805	Neil1	NEIL1
52143539	Neil2	NEIL2
52137597	Neil3	NEIL3
52127484	Nek1	NEK1
52135529	Nek11	NEK11
52138713	Nek2	NEK2
52140922	Nek3	NEK3
52138994	Nek4	NEK4
52143540	Nek5	NEK5
52143541	Nek6	NEK6
52137300	Nek7	NEK7
52139757	Nek8	NEK8
52143542	Nek9	NEK9
52129991	Nelfa	NELFA
52127108	Nelfb	NELFB
52136260	Nelfcd	NELFCD
52133321	Nelfe	NELFE
52143544	Nemf	NEMF
52136652	Nenf	NENF
52126310	Neo1	NEO1
52140233	Nes	NES
52136758	Net1	NET1
52140433	Neto1	NETO1
52135548	Neto2	NETO2
52134410	Neu1	NEU1
52131491	Neu3	NEU3
52132651	Neurl1a	NEURL1
52135264	Neurl1b	NEURL1B
52138406	Neurl2	NEURL2
52143547	Neurl3	NEURL3
52133524	Neurl4	NEURL4
52125729	Neurod1	NEUROD1
52130176	Neurod2	NEUROD2
52125580	Neurog3	NEUROG3
52137568	Nexn	NEXN
52129761	Nf1	NF1
52138666	Nf2	NF2
52143549	Nfam1	NFAM1
52132657	Nfasc	NFASC
52132658	Nfat5	NFAT5
52134235	Nfatc1	NFATC1
52139639	Nfatc2	NFATC2
52143550	Nfatc2ip	NFATC2IP
52131586	Nfatc3	NFATC3
52135875	Nfatc4	NFATC4
52139766	Nfe2	NFE2
52132659	Nfe2l1	NFE2L1
52132660	Nfe2l2	NFE2L2
52132773	Nfe2l3	NFE2L3
52134752	Nfia	NFIA
52143551	Nfib	NFIB
52140286	Nfic	NFIC
52128052	Nfil3	NFIL3
52132661	Nfix	NFIX
52143552	Nfkb1	NFKB1
52132939	Nfkb2	NFKB2
52130049	Nfkbia	NFKBIA
52126479	Nfkbib	NFKBIB
52143553	Nfkbid	NFKBID
52138320	Nfkbie	NFKBIE
52139801	Nfkbil1	NFKBIL1
52140226	Nfkbiz	NFKBIZ
52129995	Nfrkb	NFRKB
52128903	Nfs1	NFS1
52130908	Nfu1	NFU1
52134991	Nfx1	NFX1
52133998	Nfxl1	NFXL1
52128770	Nfya	NFYA
52132664	Nfyb	NFYB
52129175	Nfyc	NFYC
52139755	Ngb	NGB
52139088	Ngdn	NGDN
52134619	Ngef	NGEF
52131359	Ngly1	NGLY1
52134256	Ngrn	NGRN
52139268	Nhej1	NHEJ1
52132781	Nhlh1	NHLH1
52143555	Nhlrc1	NHLRC1
52140460	Nhlrc2	NHLRC2
52143556	Nhlrc3	NHLRC3
52132744	Nhp2	NHP2
52140397	Nhs	NHS
52126906	Nhsl1	NHSL1
52137443	Nicn1	NICN1
52126964	Nid2	NID2
52131388	Nif3l1	NIF3L1
52134622	Nin	NIN
52133776	Ninj1	NINJ1
52139631	Ninl	NINL
52137739	Nip7	NIP7
52136985	Nipa1	NIPA1
52129011	Nipa2	NIPA2
52143559	Nipal1	NIPAL1
52143560	Nipal2	NIPAL2
52132753	Nipal3	NIPAL3
52129274	Nipbl	NIPBL
52138180	Nipsnap1	NIPSNAP1
52143562	Nisch	NISCH
52137509	Nit1	NIT1
52137645	Nit2	NIT2
52139024	Nkain1	NKAIN1
52137425	Nkain4	NKAIN4
52125932	Nkap	NKAP
52125931	Nkapl	NKAPL
52140108	Nkd1	NKD1
52132712	Nkd2	NKD2
52143564	Nkg7	NKG7
52139555	Nkiras1	NKIRAS1
52139568	Nkiras2	NKIRAS2
52134271	Nkpd1	NKPD1
52143565	Nkrf	NKRF
52136941	Nktr	NKTR
52131130	Nkx2-2	NKX2-2
52129272	Nle1	NLE1
52132714	Nlgn2	NLGN2
52132715	Nlgn3	NLGN3
52132717	Nlk	NLK
52136272	Nln	NLN
52132719	Nlrc3	NLRC3
52143566	Nlrc4	NLRC4
52143567	Nlrc5	NLRC5
52126039	Nlrp3	NLRP3
52132722	Nlrp6	NLRP6
52132720	Nlrx1	NLRX1
52135706	Nmb	NMB
52132730	Nmd3	NMD3
52132630	Nme1	NME1
52132632	Nme3	NME3
52132724	Nme4	NME4
52132725	Nme5	NME5
52130089	Nme6	NME6
52132633	Nme7	NME7
52130007	Nmi	NMI
52131124	Nmnat1	NMNAT1
52137290	Nmnat2	NMNAT2
52143571	Nmnat3	NMNAT3
52143572	Nmral1	NMRAL1
52143573	Nmrk1	NMRK1
52131329	Nmt1	NMT1
52128880	Nmt2	NMT2
