module,mouse_symbol,human_symbol,mapped
AT1_published_holdout,Lgals3,LGALS3,True
AT1_published_holdout,Anxa2,,False
AT1_published_holdout,Calm2,CALM2,True
AT1_published_holdout,Gadd45b,GADD45B,True
AT1_published_holdout,Tspan8,TSPAN8,True
AT1_published_holdout,Arl4c,ARL4C,True
AT1_published_holdout,Tpm3,TPM3,True
AT1_published_holdout,Timp2,TIMP2,True
AT1_published_holdout,Cav1,CAV1,True
AT1_published_holdout,Pdgfa,PDGFA,True
AT1_published_holdout,Hs2st1,HS2ST1,True
AT1_published_holdout,Itgb1,ITGB1,True
AT1_published_holdout,Alcam,ALCAM,True
AT1_published_holdout,Ano1,ANO1,True
AT1_published_holdout,Sep15,,False
AT1_published_holdout,Fbln5,FBLN5,True
AT1_published_holdout,Lpin2,LPIN2,True
AT1_published_holdout,Tmem37,TMEM37,True
AT1_published_holdout,F11r,F11R,True
AT1_published_holdout,Rab11fip1,RAB11FIP1,True
AT1_published_holdout,Wwp1,WWP1,True
AT1_published_holdout,Lamb3,LAMB3,True
AT1_published_holdout,Calm1,CALM1,True
AT1_published_holdout,Bsg,BSG,True
AT1_published_holdout,Phlda1,PHLDA1,True
AT1_published_holdout,Cttnbp2nl,CTTNBP2NL,True
AT1_published_holdout,Tns1,TNS1,True
AT1_published_holdout,Akap13,AKAP13,True
AT1_published_holdout,Os9,OS9,True
AT1_published_holdout,Lamp1,LAMP1,True
AT1_published_holdout,Col4a2,COL4A2,True
AT1_published_holdout,Slc39a8,SLC39A8,True
AT1_published_holdout,Tceb2,,False
AT1_published_holdout,Rgcc,RGCC,True
AT1_published_holdout,2810474O19Rik,,False
AT1_published_holdout,Arpc2,ARPC2,True
AT1_published_holdout,Cgn,CGN,True
AT1_published_holdout,Drap1,DRAP1,True
AT1_published_holdout,H2-D1,,False
AT1_published_holdout,Hdgf,HDGF,True
AT1_published_holdout,Wbp5,,False
AT1_published_holdout,Lrpap1,LRPAP1,True
AT1_published_holdout,Pdpn,PDPN,True
AT1_published_holdout,Clip4,CLIP4,True
AT1_published_holdout,Actn4,ACTN4,True
AT1_published_holdout,Slc6a14,SLC6A14,True
AT1_published_holdout,Ociad2,OCIAD2,True
AT1_published_holdout,Serf2,SERF2,True
AT1_published_holdout,Hp1bp3,HP1BP3,True
AT1_published_holdout,Tmem176b,TMEM176B,True
AT1_published_holdout,Cxcl16,CXCL16,True
AT1_published_holdout,AA986860,C1orf116,True
AT1_published_holdout,Osbpl9,OSBPL9,True
AT1_published_holdout,Lamc2,LAMC2,True
AT1_published_holdout,Slc25a4,SLC25A4,True
AT1_published_holdout,Xrn2,XRN2,True
AT1_published_holdout,Tpm4,TPM4,True
AT1_published_holdout,Pls3,PLS3,True
AT1_published_holdout,Morf4l1,MORF4L1,True
AT1_published_holdout,Kif5b,KIF5B,True
AT1_published_holdout,Myo1c,MYO1C,True
AT1_published_holdout,Cyr61,,False
AT1_published_holdout,Mpp5,,False
AT1_published_holdout,Ptprf,PTPRF,True
AT1_published_holdout,Ralbp1,RALBP1,True
AT1_published_holdout,Pdlim2,PDLIM2,True
AT1_published_holdout,Serpinh1,SERPINH1,True
AT1_published_holdout,Tnfrsf12a,TNFRSF12A,True
AT1_published_holdout,Wls,WLS,True
AT1_published_holdout,Ubb,UBB,True
AT1_published_holdout,Dag1,DAG1,True
AT1_published_holdout,Ptrf,,False
AT1_published_holdout,Myh9,MYH9,True
AT1_published_holdout,Rhoa,,False
AT1_published_holdout,Ier3,IER3,True
AT1_published_holdout,Tjp1,TJP1,True
AT1_published_holdout,Lrrfip1,LRRFIP1,True
AT1_published_holdout,B2m,B2M,True
AT1_published_holdout,Tmem30a,TMEM30A,True
AT1_published_holdout,Srsf11,SRSF11,True
AT1_published_holdout,Sbds,SBDS,True
AT1_published_holdout,Ccng1,CCNG1,True
AT1_published_holdout,Cyb5r3,CYB5R3,True
AT1_published_holdout,Hsp90ab1,HSP90AB1,True
AT1_published_holdout,Tjp2,TJP2,True
AT1_published_holdout,Capzb,CAPZB,True
AT1_published_holdout,Pmp22,PMP22,True
AT1_published_holdout,Cd63,CD63,True
AT1_published_holdout,Akap8l,AKAP8L,True
AT1_published_holdout,Atp8a1,ATP8A1,True
AT1_published_holdout,Gpr116,,False
AT1_published_holdout,Bend7,BEND7,True
AT1_published_holdout,Mbip,MBIP,True
AT1_published_holdout,Snw1,SNW1,True
AT1_published_holdout,Prnp,PRNP,True
AT1_published_holdout,Sema3e,SEMA3E,True
AT1_published_holdout,Taok3,TAOK3,True
AT1_published_holdout,Aplp2,APLP2,True
AT1_published_holdout,Nckap5,NCKAP5,True
AT1_published_holdout,S100a10,S100A10,True
AT1_published_holdout,Tmsb10,TMSB10,True
AT1_published_holdout,Rps27l,RPS27L,True
AT1_published_holdout,Ehd2,EHD2,True
AT1_published_holdout,Epb4.1l5,,False
AT1_published_holdout,Rps3,RPS3,True
AT1_published_holdout,Cdc42,CDC42,True
AT1_published_holdout,Apc,APC,True
AT1_published_holdout,Nnat,NNAT,True
AT1_published_holdout,Ywhah,YWHAH,True
AT1_published_holdout,Pvrl3,,False
AT1_published_holdout,mt-Cytb,MT-CYB,True
AT1_published_holdout,Sema3a,SEMA3A,True
AT1_published_holdout,Irx1,IRX1,True
AT1_published_holdout,Cadm1,CADM1,True
AT1_published_holdout,Mal2,MAL2,True
AT1_published_holdout,S100a14,S100A14,True
AT1_published_holdout,Wdr45,WDR45,True
AT1_published_holdout,Cxadr,,False
AT1_published_holdout,Mmp14,MMP14,True
AT1_published_holdout,Tmbim6,TMBIM6,True
AT1_published_holdout,Tax1bp1,TAX1BP1,True
AT1_published_holdout,Dynlt3,DYNLT3,True
AT1_published_holdout,Dpysl2,DPYSL2,True
AT1_published_holdout,Cox6a1,COX6A1,True
AT1_published_holdout,Tmod3,TMOD3,True
AT1_published_holdout,Gnas,GNAS,True
AT1_published_holdout,Mfge8,MFGE8,True
AT1_published_holdout,Parp3,PARP3,True
AT1_published_holdout,Snx4,SNX4,True
AT1_published_holdout,Bmp4,BMP4,True
AT1_published_holdout,Zfyve21,ZFYVE21,True
AT1_published_holdout,Mtdh,MTDH,True
AT1_published_holdout,Arhgef2,ARHGEF2,True
AT1_published_holdout,Fam189a2,,False
AT1_published_holdout,Bcam,BCAM,True
AT1_published_holdout,Tln1,TLN1,True
AT1_published_holdout,Rin2,RIN2,True
AT1_published_holdout,Ubl3,UBL3,True
AT1_published_holdout,Shroom3,SHROOM3,True
AT1_published_holdout,Scnn1a,SCNN1A,True
AT1_published_holdout,Mthfd1,MTHFD1,True
AT1_published_holdout,Sec62,SEC62,True
AT1_published_holdout,Lpp,LPP,True
AT1_published_holdout,Slk,SLK,True
AT1_published_holdout,Atxn7l3b,ATXN7L3B,True
AT1_published_holdout,Pvrl2,,False
AT1_published_holdout,Gata6,GATA6,True
AT1_published_holdout,Slco3a1,SLCO3A1,True
AT1_published_holdout,Mbnl1,MBNL1,True
AT1_published_holdout,Otud7b,OTUD7B,True
AT1_published_holdout,Pxdc1,PXDC1,True
AT1_published_holdout,Ccdc25,CCDC25,True
AT1_published_holdout,Neat1,,False
AT1_published_holdout,Gja1,,False
AT1_published_holdout,Klf6,KLF6,True
AT1_published_holdout,Clip1,CLIP1,True
AT1_published_holdout,Psme2,,False
AT1_published_holdout,Mprip,MPRIP,True
AT1_published_holdout,Crb3,CRB3,True
AT1_published_holdout,Sema3b,SEMA3B,True
AT1_published_holdout,Ifi27,,False
AT1_published_holdout,Prkcdbp,,False
AT1_published_holdout,Rasgef1a,RASGEF1A,True
AT1_published_holdout,Bnip3l,BNIP3L,True
AT1_published_holdout,Tgfb2,TGFB2,True
AT1_published_holdout,Il18r1,IL18R1,True
AT1_published_holdout,Fads3,FADS3,True
AT1_published_holdout,Fam174b,FAM174B,True
AT1_published_holdout,Smc4,SMC4,True
AT1_published_holdout,Sdc1,SDC1,True
AT1_published_holdout,Rai14,RAI14,True
AT1_published_holdout,Iqgap1,IQGAP1,True
AT1_published_holdout,Tfdp2,TFDP2,True
AT1_published_holdout,Dstn,DSTN,True
AT1_published_holdout,Eif5b,EIF5B,True
AT1_published_holdout,Rbms1,RBMS1,True
AT1_published_holdout,Arl6ip1,ARL6IP1,True
AT1_published_holdout,Anp32a,,False
AT1_published_holdout,Tspan2,TSPAN2,True
AT1_published_holdout,Son,SON,True
AT1_published_holdout,Tpp1,TPP1,True
AT1_published_holdout,Cd151,CD151,True
AT1_published_holdout,Utrn,UTRN,True
AT1_published_holdout,Serbp1,SERBP1,True
AT1_published_holdout,Epha4,EPHA4,True
AT1_published_holdout,Nedd4,NEDD4,True
AT1_published_holdout,Malt1,MALT1,True
AT1_published_holdout,Ly6c1,,False
AT1_published_holdout,Tprgl,,False
AT1_published_holdout,Laptm4a,LAPTM4A,True
AT1_published_holdout,Rbm5,RBM5,True
AT1_published_holdout,Wnk1,WNK1,True
AT1_published_holdout,Adam10,ADAM10,True
AT1_published_holdout,Phyh,PHYH,True
AT1_published_holdout,Macf1,MACF1,True
AT1_published_holdout,Calr,CALR,True
AT1_published_holdout,Pafah1b1,PAFAH1B1,True
AT1_published_holdout,Nfe2l1,NFE2L1,True
AT1_published_holdout,Sod1,SOD1,True
AT1_published_holdout,Cav2,CAV2,True
AT1_published_holdout,Arhgef26,ARHGEF26,True
AT1_published_holdout,Ndst1,NDST1,True
AT1_published_holdout,Fam21,,False
AT1_published_holdout,Atp2b1,ATP2B1,True
AT1_published_holdout,Cux1,CUX1,True
AT1_published_holdout,Rock1,ROCK1,True
AT1_published_holdout,Fermt2,FERMT2,True
AT1_published_holdout,Tbl1x,,False
AT1_published_holdout,Lims1,,False
AT1_published_holdout,Ywhae,YWHAE,True
AT1_published_holdout,Eif3h,EIF3H,True
AT1_published_holdout,Tinagl1,TINAGL1,True
AT1_published_holdout,Krt19,KRT19,True
AT1_published_holdout,Paip2,PAIP2,True
AT1_published_holdout,Syap1,SYAP1,True
AT1_published_holdout,Eps8l2,EPS8L2,True
AT1_published_holdout,Myof,MYOF,True
AT1_published_holdout,Spock2,SPOCK2,True
AT1_published_holdout,Gpx1,GPX1,True
AT1_published_holdout,Ndufa4,NDUFA4,True
AT1_published_holdout,H2-K1,,False
AT1_published_holdout,Ddx47,DDX47,True
AT1_published_holdout,Ppig,PPIG,True
AT1_published_holdout,Bnip2,BNIP2,True
AT1_published_holdout,mt-Co1,MT-CO1,True
AT1_published_holdout,Cdkn2b,CDKN2B,True
AT1_published_holdout,Arpc5,ARPC5,True
AT1_published_holdout,Dusp1,DUSP1,True
AT1_published_holdout,Slc44a2,SLC44A2,True
AT1_published_holdout,Lama5,LAMA5,True
AT1_published_holdout,Ndufa13,NDUFA13,True
AT1_published_holdout,Brd7,BRD7,True
AT1_published_holdout,Filip1l,FILIP1L,True
AT1_published_holdout,H3f3b,,False
AT1_published_holdout,Pdcd6ip,PDCD6IP,True
AT1_published_holdout,Cers2,CERS2,True
AT1_published_holdout,Tmod1,TMOD1,True
AT1_published_holdout,Flna,FLNA,True
AT1_published_holdout,Capn2,CAPN2,True
AT1_published_holdout,Svil,SVIL,True
AT1_published_holdout,Pdap1,PDAP1,True
AT1_published_holdout,Btg2,BTG2,True
AT1_published_holdout,Eif3a,EIF3A,True
AT1_published_holdout,Nkx2-1,NKX2-1,True
AT1_published_holdout,Rtn4,RTN4,True
AT1_published_holdout,Mpp7,MPP7,True
AT1_published_holdout,Klf9,KLF9,True
AT1_published_holdout,Epn2,EPN2,True
AT1_published_holdout,Ptp4a2,PTP4A2,True
AT1_published_holdout,Hsd17b11,HSD17B11,True
AT1_published_holdout,Tspo,TSPO,True
AT1_published_holdout,Crlf3,CRLF3,True
AT1_published_holdout,Prdx2,PRDX2,True
AT1_published_holdout,Pkm,PKM,True
AT1_published_holdout,Paics,PAICS,True
AT1_published_holdout,Ssr2,SSR2,True
AT1_published_holdout,Tcf25,TCF25,True
AT1_published_holdout,Snx6,SNX6,True
AT1_published_holdout,Ece1,ECE1,True
AT1_published_holdout,Chmp4b,CHMP4B,True
AT1_published_holdout,Mettl7a1,,False
AT1_published_holdout,Bcap31,BCAP31,True
AT1_published_holdout,Dynlrb1,DYNLRB1,True
AT1_published_holdout,Rbm25,RBM25,True
AT1_published_holdout,Xist,,False
AT1_published_holdout,S100a11,S100A11,True
AT1_published_holdout,Dusp7,DUSP7,True
AT1_published_holdout,Ccdc141,CCDC141,True
AT1_published_holdout,Psma2,PSMA2,True
AT1_published_holdout,Rab10,RAB10,True
AT1_published_holdout,Ccnd2,CCND2,True
AT1_published_holdout,Rpl28,RPL28,True
AT1_published_holdout,Ptms,PTMS,True
AT1_published_holdout,Ptpre,PTPRE,True
AT1_published_holdout,Psmc1,PSMC1,True
AT1_published_holdout,Chmp2a,CHMP2A,True
AT1_published_holdout,Skp1a,,False
AT1_published_holdout,Sfrs18,,False
AT1_published_holdout,Unc13d,UNC13D,True
AT1_published_holdout,Lamb2,LAMB2,True
AT1_published_holdout,Zcrb1,ZCRB1,True
AT1_published_holdout,Sox4,SOX4,True
AT1_published_holdout,Luc7l2,,False
AT1_published_holdout,Wwc2,WWC2,True
AT1_published_holdout,Hnrnpc,,False
AT1_published_holdout,Exoc4,EXOC4,True
AT1_published_holdout,Rnf181,RNF181,True
AT1_published_holdout,Eif3c,,False
AT1_published_holdout,Csde1,CSDE1,True
AT1_published_holdout,Tmem234,TMEM234,True
AT1_published_holdout,Rsu1,RSU1,True
AT1_published_holdout,Cdc42bpg,CDC42BPG,True
AT1_published_holdout,Cox7c,COX7C,True
AT1_published_holdout,Lama3,LAMA3,True
AT1_published_holdout,Pnn,PNN,True
AT1_published_holdout,Spcs2,SPCS2,True
AT1_published_holdout,Tspan15,TSPAN15,True
AT1_published_holdout,Dync1i2,DYNC1I2,True
AT1_published_holdout,Msln,MSLN,True
AT1_published_holdout,2310007B03Rik,,False
AT1_published_holdout,Rab12,RAB12,True
AT1_published_holdout,Ubxn4,UBXN4,True
AT1_published_holdout,Col4a5,COL4A5,True
AT1_published_holdout,Minos1,,False
AT1_published_holdout,Epb4.1l4a,,False
AT1_published_holdout,Lrrc58,LRRC58,True
AT1_published_holdout,Tead1,TEAD1,True
AT1_published_holdout,Nr3c1,NR3C1,True
AT1_published_holdout,Mmp11,MMP11,True
AT1_published_holdout,Ppp2r5a,PPP2R5A,True
AT1_published_holdout,Efna1,EFNA1,True
AT1_published_holdout,Serinc1,SERINC1,True
AT1_published_holdout,Syn3,SYN3,True
AT1_published_holdout,Prkar2a,PRKAR2A,True
AT1_published_holdout,Gng5,GNG5,True
AT1_published_holdout,Rab2a,RAB2A,True
AT1_published_holdout,Wwc1,WWC1,True
AT1_published_holdout,Fgf1,FGF1,True
AT1_published_holdout,Plb1,PLB1,True
AT1_published_holdout,Scnn1g,SCNN1G,True
AT1_published_holdout,Luc7l3,LUC7L3,True
AT1_published_holdout,Pura,PURA,True
AT1_published_holdout,Arid4b,ARID4B,True
AT1_published_holdout,Sh3d19,SH3D19,True
AT1_published_holdout,Ncl,NCL,True
AT1_published_holdout,Tnfaip1,TNFAIP1,True
AT1_published_holdout,Zfp106,ZNF106,True
AT1_published_holdout,1810037I17Rik,C4orf3,True
AT1_published_holdout,Nfe2l2,NFE2L2,True
DATP_PATS_holdout_panel,Ndrg1,NDRG1,True
DATP_PATS_holdout_panel,Sprr1a,,False
DATP_PATS_holdout_panel,AW112010,,False
DATP_PATS_holdout_panel,Sfn,SFN,True
DATP_PATS_holdout_panel,Krt19,KRT19,True
DATP_PATS_holdout_panel,Lgals3,LGALS3,True
HALLMARK_HYPOXIA,Ackr3,ACKR3,True
HALLMARK_HYPOXIA,Adm,ADM,True
HALLMARK_HYPOXIA,Adora2b,ADORA2B,True
HALLMARK_HYPOXIA,Ak4,AK4,True
HALLMARK_HYPOXIA,Akap12,AKAP12,True
HALLMARK_HYPOXIA,Aldoa,,False
HALLMARK_HYPOXIA,Aldob,ALDOB,True
HALLMARK_HYPOXIA,Aldoc,ALDOC,True
HALLMARK_HYPOXIA,Ampd3,AMPD3,True
HALLMARK_HYPOXIA,Angptl4,ANGPTL4,True
HALLMARK_HYPOXIA,Ankzf1,ANKZF1,True
HALLMARK_HYPOXIA,Anxa2,,False
HALLMARK_HYPOXIA,Atf3,ATF3,True
HALLMARK_HYPOXIA,Atp7a,ATP7A,True
HALLMARK_HYPOXIA,B3galt6,B3GALT6,True
HALLMARK_HYPOXIA,B4galnt2,B4GALNT2,True
HALLMARK_HYPOXIA,Bcan,BCAN,True
HALLMARK_HYPOXIA,Bcl2,BCL2,True
HALLMARK_HYPOXIA,Bgn,BGN,True
HALLMARK_HYPOXIA,Bhlhe40,BHLHE40,True
HALLMARK_HYPOXIA,Bnip3l,BNIP3L,True
HALLMARK_HYPOXIA,Brs3,BRS3,True
HALLMARK_HYPOXIA,Btg1,,False
HALLMARK_HYPOXIA,Car12,CA12,True
HALLMARK_HYPOXIA,Casp6,CASP6,True
HALLMARK_HYPOXIA,Cav1,CAV1,True
HALLMARK_HYPOXIA,Cavin1,CAVIN1,True
HALLMARK_HYPOXIA,Cavin3,CAVIN3,True
HALLMARK_HYPOXIA,Ccn1,CCN1,True
HALLMARK_HYPOXIA,Ccn2,CCN2,True
HALLMARK_HYPOXIA,Ccn5,CCN5,True
HALLMARK_HYPOXIA,Ccng2,CCNG2,True
HALLMARK_HYPOXIA,Cdkn1a,CDKN1A,True
HALLMARK_HYPOXIA,Cdkn1b,CDKN1B,True
HALLMARK_HYPOXIA,Cdkn1c,CDKN1C,True
HALLMARK_HYPOXIA,Chst2,CHST2,True
HALLMARK_HYPOXIA,Chst3,CHST3,True
HALLMARK_HYPOXIA,Cited2,CITED2,True
HALLMARK_HYPOXIA,Col5a1,COL5A1,True
HALLMARK_HYPOXIA,Cp,CP,True
HALLMARK_HYPOXIA,Csrp2,CSRP2,True
HALLMARK_HYPOXIA,Cxcr4,CXCR4,True
HALLMARK_HYPOXIA,Dcn,DCN,True
HALLMARK_HYPOXIA,Ddit3,DDIT3,True
HALLMARK_HYPOXIA,Ddit4,DDIT4,True
HALLMARK_HYPOXIA,Dpysl4,DPYSL4,True
HALLMARK_HYPOXIA,Dtna,DTNA,True
HALLMARK_HYPOXIA,Dusp1,DUSP1,True
HALLMARK_HYPOXIA,Edn2,EDN2,True
HALLMARK_HYPOXIA,Efna1,EFNA1,True
HALLMARK_HYPOXIA,Efna3,EFNA3,True
HALLMARK_HYPOXIA,Egfr,EGFR,True
HALLMARK_HYPOXIA,Eno1b,,False
HALLMARK_HYPOXIA,Eno2,ENO2,True
HALLMARK_HYPOXIA,Eno3,ENO3,True
HALLMARK_HYPOXIA,Ero1a,ERO1A,True
HALLMARK_HYPOXIA,Errfi1,ERRFI1,True
HALLMARK_HYPOXIA,Ets1,ETS1,True
HALLMARK_HYPOXIA,Ext1,EXT1,True
HALLMARK_HYPOXIA,F3,F3,True
HALLMARK_HYPOXIA,Fam162a,FAM162A,True
HALLMARK_HYPOXIA,Fbp1,FBP1,True
HALLMARK_HYPOXIA,Fos,FOS,True
HALLMARK_HYPOXIA,Fosl2,FOSL2,True
HALLMARK_HYPOXIA,Foxo3,FOXO3,True
HALLMARK_HYPOXIA,Gaa,GAA,True
HALLMARK_HYPOXIA,Galk1,GALK1,True
HALLMARK_HYPOXIA,Gapdh-ps15,,False
HALLMARK_HYPOXIA,Gapdhs,GAPDHS,True
HALLMARK_HYPOXIA,Gbe1,GBE1,True
HALLMARK_HYPOXIA,Gck,GCK,True
HALLMARK_HYPOXIA,Gcnt2,GCNT2,True
HALLMARK_HYPOXIA,Glrx,GLRX,True
HALLMARK_HYPOXIA,Gpc1,GPC1,True
HALLMARK_HYPOXIA,Gpc3,GPC3,True
HALLMARK_HYPOXIA,Gpc4,GPC4,True
HALLMARK_HYPOXIA,Gpi1,GPI,True
HALLMARK_HYPOXIA,Grhpr,GRHPR,True
HALLMARK_HYPOXIA,Gys1,GYS1,True
HALLMARK_HYPOXIA,Has1,HAS1,True
HALLMARK_HYPOXIA,Hdlbp,HDLBP,True
HALLMARK_HYPOXIA,Hexa,HEXA,True
HALLMARK_HYPOXIA,Hk1,HK1,True
HALLMARK_HYPOXIA,Hk2,HK2,True
HALLMARK_HYPOXIA,Hmox1,HMOX1,True
HALLMARK_HYPOXIA,Hoxb9,HOXB9,True
HALLMARK_HYPOXIA,Hs3st1,HS3ST1,True
HALLMARK_HYPOXIA,Hspa5,HSPA5,True
HALLMARK_HYPOXIA,Ids,IDS,True
HALLMARK_HYPOXIA,Ier3,IER3,True
HALLMARK_HYPOXIA,Igfbp1,IGFBP1,True
HALLMARK_HYPOXIA,Igfbp3,IGFBP3,True
HALLMARK_HYPOXIA,Il6,IL6,True
HALLMARK_HYPOXIA,Ilvbl,ILVBL,True
HALLMARK_HYPOXIA,Inha,INHA,True
HALLMARK_HYPOXIA,Irs2,IRS2,True
HALLMARK_HYPOXIA,Isg20,ISG20,True
HALLMARK_HYPOXIA,Jmjd6,JMJD6,True
HALLMARK_HYPOXIA,Jun,JUN,True
HALLMARK_HYPOXIA,Kdelr3,KDELR3,True
HALLMARK_HYPOXIA,Kdm3a,KDM3A,True
HALLMARK_HYPOXIA,Kif5a,KIF5A,True
HALLMARK_HYPOXIA,Klf6,KLF6,True
HALLMARK_HYPOXIA,Klf7,KLF7,True
HALLMARK_HYPOXIA,Klhl24,KLHL24,True
HALLMARK_HYPOXIA,Lalba,LALBA,True
HALLMARK_HYPOXIA,Large1,LARGE1,True
HALLMARK_HYPOXIA,Ldha,LDHA,True
HALLMARK_HYPOXIA,Ldhc,LDHC,True
HALLMARK_HYPOXIA,Lox,LOX,True
HALLMARK_HYPOXIA,Lxn,LXN,True
HALLMARK_HYPOXIA,Maff,MAFF,True
HALLMARK_HYPOXIA,Map3k1,MAP3K1,True
HALLMARK_HYPOXIA,Mif,MIF,True
HALLMARK_HYPOXIA,Mt1,,False
HALLMARK_HYPOXIA,Mxi1,MXI1,True
HALLMARK_HYPOXIA,Myh9,MYH9,True
HALLMARK_HYPOXIA,Nagk,NAGK,True
HALLMARK_HYPOXIA,Ncan,NCAN,True
HALLMARK_HYPOXIA,Ndrg1,NDRG1,True
HALLMARK_HYPOXIA,Ndst1,NDST1,True
HALLMARK_HYPOXIA,Ndst2,NDST2,True
HALLMARK_HYPOXIA,Nedd4l,NEDD4L,True
HALLMARK_HYPOXIA,Nfil3,NFIL3,True
HALLMARK_HYPOXIA,Noct,NOCT,True
HALLMARK_HYPOXIA,Nr3c1,NR3C1,True
HALLMARK_HYPOXIA,P4ha1,P4HA1,True
HALLMARK_HYPOXIA,P4ha2,P4HA2,True
HALLMARK_HYPOXIA,Pam,PAM,True
HALLMARK_HYPOXIA,Pck1,PCK1,True
HALLMARK_HYPOXIA,Pdgfb,PDGFB,True
HALLMARK_HYPOXIA,Pdk1,PDK1,True
HALLMARK_HYPOXIA,Pdk3,PDK3,True
HALLMARK_HYPOXIA,Pfkfb3,PFKFB3,True
HALLMARK_HYPOXIA,Pfkl,PFKL,True
HALLMARK_HYPOXIA,Pfkp,PFKP,True
HALLMARK_HYPOXIA,Pgam2,PGAM2,True
HALLMARK_HYPOXIA,Pgf,PGF,True
HALLMARK_HYPOXIA,Pgk1,PGK1,True
HALLMARK_HYPOXIA,Pgm1,PGM1,True
HALLMARK_HYPOXIA,Pgm2,PGM2,True
HALLMARK_HYPOXIA,Phkg1,PHKG1,True
HALLMARK_HYPOXIA,Pim1,PIM1,True
HALLMARK_HYPOXIA,Pklr,PKLR,True
HALLMARK_HYPOXIA,Pkp1,PKP1,True
HALLMARK_HYPOXIA,Plac8,PLAC8,True
HALLMARK_HYPOXIA,Plaur,PLAUR,True
HALLMARK_HYPOXIA,Plin2,PLIN2,True
HALLMARK_HYPOXIA,Pnrc1,PNRC1,True
HALLMARK_HYPOXIA,Ppargc1a,PPARGC1A,True
HALLMARK_HYPOXIA,Ppfia4,PPFIA4,True
HALLMARK_HYPOXIA,Ppp1r15a,PPP1R15A,True
HALLMARK_HYPOXIA,Ppp1r3c,PPP1R3C,True
HALLMARK_HYPOXIA,Prdx5,PRDX5,True
HALLMARK_HYPOXIA,Prkca,PRKCA,True
HALLMARK_HYPOXIA,Pygm,PYGM,True
HALLMARK_HYPOXIA,Rbpj,RBPJ,True
HALLMARK_HYPOXIA,Rora,RORA,True
HALLMARK_HYPOXIA,Rragd,RRAGD,True
HALLMARK_HYPOXIA,S100a4,S100A4,True
HALLMARK_HYPOXIA,Sap30,SAP30,True
HALLMARK_HYPOXIA,Scarb1,SCARB1,True
HALLMARK_HYPOXIA,Sdc2,SDC2,True
HALLMARK_HYPOXIA,Sdc3,SDC3,True
HALLMARK_HYPOXIA,Sdc4,SDC4,True
HALLMARK_HYPOXIA,Selenbp1,,False
HALLMARK_HYPOXIA,Serpine1,SERPINE1,True
HALLMARK_HYPOXIA,Siah2,SIAH2,True
HALLMARK_HYPOXIA,Slc25a1,SLC25A1,True
HALLMARK_HYPOXIA,Slc2a1,SLC2A1,True
HALLMARK_HYPOXIA,Slc2a3,,False
HALLMARK_HYPOXIA,Slc2a5,SLC2A5,True
HALLMARK_HYPOXIA,Slc37a4,SLC37A4,True
HALLMARK_HYPOXIA,Slc6a6,SLC6A6,True
HALLMARK_HYPOXIA,Srpx,SRPX,True
HALLMARK_HYPOXIA,Stbd1,STBD1,True
HALLMARK_HYPOXIA,Stc1,STC1,True
HALLMARK_HYPOXIA,Stc2,STC2,True
HALLMARK_HYPOXIA,Sult2b1,SULT2B1,True
HALLMARK_HYPOXIA,Tes,,False
HALLMARK_HYPOXIA,Tgfb3,TGFB3,True
HALLMARK_HYPOXIA,Tgfbi,TGFBI,True
HALLMARK_HYPOXIA,Tgm2,TGM2,True
HALLMARK_HYPOXIA,Tiparp,TIPARP,True
HALLMARK_HYPOXIA,Tktl1,TKTL1,True
HALLMARK_HYPOXIA,Tmem45a,,False
HALLMARK_HYPOXIA,Tnfaip3,TNFAIP3,True
HALLMARK_HYPOXIA,Tpbg,TPBG,True
HALLMARK_HYPOXIA,Tpd52,TPD52,True
HALLMARK_HYPOXIA,Tpi1,TPI1,True
HALLMARK_HYPOXIA,Tpst2,TPST2,True
HALLMARK_HYPOXIA,Ugp2,UGP2,True
HALLMARK_HYPOXIA,Vegfa,VEGFA,True
HALLMARK_HYPOXIA,Vhl,,False
HALLMARK_HYPOXIA,Vldlr,VLDLR,True
HALLMARK_HYPOXIA,Wsb1,WSB1,True
HALLMARK_HYPOXIA,Xpnpep1,XPNPEP1,True
HALLMARK_HYPOXIA,Zfp292,ZNF292,True
HALLMARK_HYPOXIA,Zfp36,ZFP36,True
HALLMARK_INFLAMMATORY_RESPONSE,Abca1,ABCA1,True
HALLMARK_INFLAMMATORY_RESPONSE,Abi1,ABI1,True
HALLMARK_INFLAMMATORY_RESPONSE,Acvr1b,ACVR1B,True
HALLMARK_INFLAMMATORY_RESPONSE,Acvr2a,ACVR2A,True
HALLMARK_INFLAMMATORY_RESPONSE,Adgre1,ADGRE1,True
HALLMARK_INFLAMMATORY_RESPONSE,Adm,ADM,True
HALLMARK_INFLAMMATORY_RESPONSE,Adora2b,ADORA2B,True
HALLMARK_INFLAMMATORY_RESPONSE,Adrm1,,False
HALLMARK_INFLAMMATORY_RESPONSE,Ahr,AHR,True
HALLMARK_INFLAMMATORY_RESPONSE,Aplnr,APLNR,True
HALLMARK_INFLAMMATORY_RESPONSE,Aqp9,AQP9,True
HALLMARK_INFLAMMATORY_RESPONSE,Atp2a2,ATP2A2,True
HALLMARK_INFLAMMATORY_RESPONSE,Atp2b1,ATP2B1,True
HALLMARK_INFLAMMATORY_RESPONSE,Atp2c1,ATP2C1,True
